sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-20T19:29:31.606Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,21897.819000023843,response,,,,,,,,,,,,,,,,,consent,click button,,,22868.5,22855.100000023842,940.591,955.8999999761581,957.281,22857.306,,,,{}
Demography form,html.Form,1,2023-11-20T19:29:39.785Z,,,19,,,,,,,,8190.294000023841,form submission,,,,,,,,,male,,,,,,,,,,,,31047.80000001192,31047.600000023842,22840.691,22869.19999998808,22857.306,31057.428,,,,
Welcome,html.Screen,2,2023-11-20T19:30:04.585Z,,,,,,,"[""asym"",""col""]",,,,24789.77199998808,response,,,,,,,,,,,,,,,,,continue,click button,,,55847.80000001192,55847.19999998808,31040.696,31047.899999976158,31057.428,55857.446,,,,
demo_instructions,html.Screen,3,2023-11-20T19:30:11.793Z,,,,,,,,,,,7197.654000023838,response,,,,,,,,,,,,,,,,,continue,click button,,,63055.69999998808,63055.10000002384,55840.765,55847.89999997616,55857.446,63074.035,,,,
trial,html.Screen,4_0_0,2023-11-20T19:30:18.474Z,,,,0,-1.238264833797662,-1.176099940770289,,,true,hh,6662.4649999999965,response,1.2714351764931109,1.2,-1.2,1.0785174776187512,1.2,-1.2,high,high,,ISIC_0032861.JPG,,ISIC_2454898.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,69736.69999998808,69736.5,63057.423,63055.80000001192,63074.035,69757.406,1,16,1,
sequence,flow.Sequence,4_0,2023-11-20T19:30:18.482Z,,,,,,,,,,,6662.4649999999965,completion,,,,,,,high,high,,,,,,,true,,,,,false,69743.89999997616,69736.5,63057.423,63055.80000001192,63074.035,69757.406,1,16,,
trial,html.Screen,4_1_0,2023-11-20T19:30:25.656Z,,,,0,-1.238264833797662,-1.176099940770289,,,true,hh,7161.093999999997,response,1.2200968917423711,1.2,-1.2,1.3183466064109373,1.2,-1.2,high,high,,ISIC_0032861.JPG,,ISIC_3624318.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,76918.69999998808,76918.5,69740.762,69743.89999997616,69757.406,76940.826,1,16,2,
sequence,flow.Sequence,4_1,2023-11-20T19:30:25.657Z,,,,,,,,,,,7161.093999999997,completion,,,,,,,high,high,,,,,,,true,,,,,false,76919,76918.5,69740.762,69743.89999997616,69757.406,76940.826,1,16,,
trial,html.Screen,4_2_0,2023-11-20T19:30:29.187Z,,,,0,-1.2289750544294995,-1.3003764624334877,,,true,hh,3508.47400001192,response,1.1638334638021437,1.2,-1.2,1.0846635401396965,1.2,-1.2,high,high,,ISIC_0054167.JPG,,ISIC_4718313.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,80449.60000002384,80449.30000001192,76924.114,76919.19999998808,76940.826,80474.157,1,16,3,
sequence,flow.Sequence,4_2,2023-11-20T19:30:29.188Z,,,,,,,,,,,3508.47400001192,completion,,,,,,,high,high,,,,,,,true,,,,,false,80450.19999998808,80449.30000001192,76924.114,76919.10000002384,76940.826,80474.157,1,16,,
trial,html.Screen,4_3_0,2023-11-20T19:30:32.005Z,,,,0,-1.1671212908494544,-1.1286681796701683,,,true,hh,2792.5429999880726,response,1.1642596483638106,1.2,-1.2,1.091507924157762,1.2,-1.2,high,high,,ISIC_0065022.JPG,,ISIC_0765584.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,83266.89999997616,83266.69999998808,80457.486,80450.39999997616,80474.157,83290.782,1,16,4,
sequence,flow.Sequence,4_3,2023-11-20T19:30:32.005Z,,,,,,,,,,,2792.5429999880726,completion,,,,,,,high,high,,,,,,,true,,,,,false,83267.39999997616,83266.69999998808,80457.486,80450.39999997616,80474.157,83290.782,1,16,,
trial,html.Screen,4_4_0,2023-11-20T19:30:36.962Z,,,,0,1.0581281450494728,1.133169116569424,,,true,ll,4933.617999976152,response,-1.2289750544294995,1.2,-1.2,-1.3003764624334877,1.2,-1.2,low,low,,ISIC_5490352.JPG,,ISIC_0054167.JPG,,27,true,0.12,ll,keypress(f),100,false,88224.69999998808,88224.39999997616,83274.145,83267.5,83290.782,88240.903,1,16,5,
sequence,flow.Sequence,4_4,2023-11-20T19:30:36.963Z,,,,,,,,,,,4933.617999976152,completion,,,,,,,low,low,,,,,,,true,,,,,false,88225,88224.39999997616,83274.145,83267.5,83290.782,88240.903,1,16,,
trial,html.Screen,4_5_0,2023-11-20T19:30:40.492Z,,,,0,1.0581281450494728,1.133169116569424,,,true,ll,3513.2969999880734,response,-1.2974483548597415,1.2,-1.2,-1.2071506593281005,1.2,-1.2,low,low,,ISIC_5490352.JPG,,ISIC_0011007.JPG,,41,true,0.15000000000000002,ll,keypress(f),100,false,91754.39999997616,91754.19999998808,88224.101,88225.10000002384,88240.903,91774.277,1,16,6,
sequence,flow.Sequence,4_5,2023-11-20T19:30:40.492Z,,,,,,,,,,,3513.2969999880734,completion,,,,,,,low,low,,,,,,,true,,,,,false,91754.69999998808,91754.19999998808,88224.101,88225.10000002384,88240.903,91774.277,1,16,,
trial,html.Screen,4_6_0,2023-11-20T19:30:46.982Z,,,,0,1.212030980680325,1.139863018685685,,,true,ll,6469.622999976156,response,-1.094624209823328,1.2,-1.2,-1.0544499428769605,1.2,-1.2,low,low,,ISIC_0008510.JPG,,ISIC_0055526.JPG,,41,true,0.15000000000000002,ll,keypress(f),100,false,98244,98243.89999997616,91757.475,91754.80000001192,91774.277,98274.235,1,16,7,
sequence,flow.Sequence,4_6,2023-11-20T19:30:46.982Z,,,,,,,,,,,6469.622999976156,completion,,,,,,,low,low,,,,,,,true,,,,,false,98244.19999998808,98243.89999997616,91757.475,91754.80000001192,91774.277,98274.235,1,16,,
trial,html.Screen,4_7_0,2023-11-20T19:30:50.446Z,,,,0,1.053007132776416,1.341217082060068,,,true,ll,3433.4649999880785,response,-1.152619213055059,1.2,-1.2,-1.2957497771092716,1.2,-1.2,low,low,,ISIC_0024208.JPG,,ISIC_0061915.JPG,,41,true,0.15000000000000002,ll,keypress(f),100,false,101707.89999997616,101707.69999998808,98257.625,98244.30000001192,98274.235,101740.78,1,16,8,
sequence,flow.Sequence,4_7,2023-11-20T19:30:50.446Z,,,,,,,,,,,3433.4649999880785,completion,,,,,,,low,low,,,,,,,true,,,,,false,101708.10000002384,101707.69999998808,98257.625,98244.30000001192,98274.235,101740.78,1,16,,
trial,html.Screen,4_8_0,2023-11-20T19:30:56.934Z,,,,0,0.849847885203758,-0.973447384095442,,,true,lh,6454.91999998808,response,-1.0700930503975157,1.2,-1.2,0.923753102263735,1.2,-1.2,low,high,,ISIC_9612228.JPG,,ISIC_0000022.JPG,,26,true,0.3300000000000002,lh,keypress(e),100,false,108195.89999997616,108195.69999998808,101707.487,101708.19999998808,101740.78,108224.275,1,16,9,
sequence,flow.Sequence,4_8,2023-11-20T19:30:56.934Z,,,,,,,,,,,6454.91999998808,completion,,,,,,,low,high,,,,,,,true,,,,,false,108196.10000002384,108195.69999998808,101707.487,101708.19999998808,101740.78,108224.275,1,16,,
