sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2024-03-19T19:44:07.917Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,29559.605999904634,response,,,,,,,,,,,,,,,,,consent,click button,,,30295.299999952316,30287.599999904633,711.327,956.0999999046326,727.994,30057.361,,,,{}
Demography form,html.Form,1,2024-03-19T19:44:15.878Z,,,19,,,,,,,,8198.139,form submission,,,,,,,,,male,,,,,,,,,,,,38255.700000047684,38255.5,30040.699,30295.599999904633,30057.361,38015.229,,,,
Welcome,html.Screen,2,2024-03-19T19:44:37.670Z,,,,,,,"[""asym"",""col""]",,,,22032.671000095368,response,,,,,,,,,,,,,,,,,continue,click button,,,60048.5,60047.90000009537,37998.716,38255.799999952316,38015.229,59803.656,,,,
demo_instructions,html.Screen,3,2024-03-19T19:45:03.558Z,,,,,,,,,,,26132.143999952314,response,,,,,,,,,,,,,,,,,continue,click button,,,85936.5,85935.79999995232,59787.225,60048.59999990463,59803.656,85696.172,,,,
trial,html.Screen,4_0_0,2024-03-19T19:45:12.264Z,,,,0,-1.152619213055059,-1.2957497771092716,,,true,hh,8945.12799995231,response,1.1990772227054871,1.2,-1.2,1.1224329926844498,1.2,-1.2,high,high,,ISIC_0061915.JPG,,ISIC_3425388.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,94641.79999995232,94641.29999995232,85679.486,85936.59999990463,85696.172,94421.519,1,16,1,
sequence,flow.Sequence,4_0,2024-03-19T19:45:12.285Z,,,,,,,,,,,8945.12799995231,completion,,,,,,,high,high,,,,,,,true,,,,,false,94663.40000009537,94641.29999995232,85679.486,85936.59999990463,85696.172,94421.519,1,16,,
trial,html.Screen,4_1_0,2024-03-19T19:45:16.340Z,,,,0,-1.194799101954455,-1.2071632388858642,,,true,hh,4295.580999904632,response,1.2714351764931109,1.2,-1.2,1.0785174776187512,1.2,-1.2,high,high,,ISIC_4347535.JPG,,ISIC_2454898.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,98717.59999990463,98717.09999990463,94404.909,94663.5,94421.519,98492.396,1,16,2,
sequence,flow.Sequence,4_1,2024-03-19T19:45:16.340Z,,,,,,,,,,,4295.580999904632,completion,,,,,,,high,high,,,,,,,true,,,,,false,98718.40000009537,98717.09999990463,94404.909,94663.5,94421.519,98492.396,1,16,,
trial,html.Screen,4_2_0,2024-03-19T19:45:21.158Z,,,,0,-1.2974483548597415,-1.2071506593281005,,,true,hh,5043.703999904639,response,1.1727618800748076,1.2,-1.2,1.0636787813411093,1.2,-1.2,high,high,,ISIC_0011007.JPG,,ISIC_9690371.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,103536.5,103536.09999990463,98475.692,98718.90000009537,98492.396,103313.887,1,16,3,
sequence,flow.Sequence,4_2,2024-03-19T19:45:21.159Z,,,,,,,,,,,5043.703999904639,completion,,,,,,,high,high,,,,,,,true,,,,,false,103537.20000004768,103536.09999990463,98475.692,98718.79999995232,98492.396,103313.887,1,16,,
trial,html.Screen,4_3_0,2024-03-19T19:45:23.207Z,,,,0,-1.189469386514313,-1.3008582067137853,,,true,hh,2270.6129999999976,response,1.1217390688497193,1.2,-1.2,1.2276600934505035,1.2,-1.2,high,high,,ISIC_0010644.JPG,,ISIC_0026344.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,105585.09999990463,105584.5,103297.146,103537.5,103313.887,105365.983,1,16,4,
sequence,flow.Sequence,4_3,2024-03-19T19:45:23.208Z,,,,,,,,,,,2270.6129999999976,completion,,,,,,,high,high,,,,,,,true,,,,,false,105585.70000004768,105584.5,103297.146,103537.40000009537,103313.887,105365.983,1,16,,
trial,html.Screen,4_4_0,2024-03-19T19:45:32.488Z,,,,0,1.1655508270784471,1.1162776063248168,,,true,ll,9499.21700004769,response,-1.1392234684115472,1.2,-1.2,-1.3198277407683998,1.2,-1.2,low,low,,ISIC_5509946.JPG,,ISIC_0071875.JPG,,27,true,0.12,ll,keypress(f),100,false,114865.79999995232,114865.20000004768,105349.175,105586.20000004768,105365.983,114641.736,1,16,5,
sequence,flow.Sequence,4_4,2024-03-19T19:45:32.489Z,,,,,,,,,,,9499.21700004769,completion,,,,,,,low,low,,,,,,,true,,,,,false,114866.70000004768,114865.20000004768,105349.175,105586.09999990463,105365.983,114641.736,1,16,,
trial,html.Screen,4_5_0,2024-03-19T19:45:40.426Z,,,,0,1.1990772227054871,1.1224329926844498,,,true,ll,8161.964000047679,response,-1.2040551955011098,1.2,-1.2,-1.2664651062241792,1.2,-1.2,low,low,,ISIC_3425388.JPG,,ISIC_0068886.JPG,,41,true,0.15000000000000002,ll,keypress(f),100,false,122804.20000004768,122803.70000004768,114625.09,114867,114641.736,122583.046,1,16,6,
sequence,flow.Sequence,4_5,2024-03-19T19:45:40.427Z,,,,,,,,,,,8161.964000047679,completion,,,,,,,low,low,,,,,,,true,,,,,false,122804.79999995232,122803.70000004768,114625.09,114866.90000009537,114641.736,122583.046,1,16,,
trial,html.Screen,4_6_0,2024-03-19T19:45:43.551Z,,,,0,1.0581281450494728,1.133169116569424,,,true,ll,3344.8540000953653,response,-1.194799101954455,1.2,-1.2,-1.2071632388858642,1.2,-1.2,low,low,,ISIC_5490352.JPG,,ISIC_4347535.JPG,,41,true,0.15000000000000002,ll,keypress(f),100,false,125928.40000009537,125927.90000009537,122566.371,122805.20000004768,122583.046,125702.82,1,16,7,
sequence,flow.Sequence,4_6,2024-03-19T19:45:43.551Z,,,,,,,,,,,3344.8540000953653,completion,,,,,,,low,low,,,,,,,true,,,,,false,125929.09999990463,125927.90000009537,122566.371,122805.09999990463,122583.046,125702.82,1,16,,
trial,html.Screen,4_7_0,2024-03-19T19:45:49.712Z,,,,0,1.073296525451802,1.3454282740421717,,,true,ll,6386.58000009536,response,-1.1320017221158485,1.2,-1.2,-1.065213496692536,1.2,-1.2,low,low,,ISIC_5787312.JPG,,ISIC_0030597.JPG,,41,true,0.15000000000000002,ll,keypress(f),100,false,132089.90000009537,132089.40000009537,125686.166,125929.40000009537,125702.82,131875.575,1,16,8,
sequence,flow.Sequence,4_7,2024-03-19T19:45:49.713Z,,,,,,,,,,,6386.58000009536,completion,,,,,,,low,low,,,,,,,true,,,,,false,132090.59999990463,132089.40000009537,125686.166,125929.29999995232,125702.82,131875.575,1,16,,
trial,html.Screen,4_8_0,2024-03-19T19:46:04.440Z,,,,0,1.0143509683988825,-1.0281980567462463,,,true,lh,14941.424999999988,response,-1.0748728054622358,1.2,-1.2,1.2840853987892311,1.2,-1.2,low,high,,ISIC_0062031.JPG,,ISIC_0059219.JPG,,26,true,0.3300000000000002,lh,keypress(e),100,false,146817.5,146817,131842.323,132091,131875.575,146590.276,1,16,9,
sequence,flow.Sequence,4_8,2024-03-19T19:46:04.440Z,,,,,,,,,,,14941.424999999988,completion,,,,,,,low,high,,,,,,,true,,,,,false,146818.09999990463,146817,131842.323,132090.90000009537,131875.575,146590.276,1,16,,
trial,html.Screen,4_9_0,2024-03-19T19:46:10.845Z,,,,0,1.11329866545753,-1.2155631217348757,,,true,lh,6632.624000095355,response,-1.1592423187534993,1.2,-1.2,1.067128884093211,1.2,-1.2,low,high,,ISIC_0032610.JPG,,ISIC_6854940.JPG,,33,true,0.3600000000000002,lh,keypress(e),100,false,153223.20000004768,153222.90000009537,146573.67,146818.5,146590.276,152996.645,1,16,10,
sequence,flow.Sequence,4_9,2024-03-19T19:46:10.846Z,,,,,,,,,,,6632.624000095355,completion,,,,,,,low,high,,,,,,,true,,,,,false,153223.90000009537,153222.90000009537,146573.67,146818.40000009537,146590.276,152996.645,1,16,,
trial,html.Screen,4_10_0,2024-03-19T19:46:24.050Z,,,,0,1.00615481805876,-0.8428903771195875,,,true,lh,13430.755000095378,response,-0.9448560599810628,1.2,-1.2,0.9099421612683488,1.2,-1.2,low,high,,ISIC_0069970.JPG,,ISIC_9684318.JPG,,33,true,0.3600000000000002,lh,keypress(e),100,false,166427.40000009537,166427.40000009537,152980.099,153224.29999995232,152996.645,166209.899,1,16,11,
sequence,flow.Sequence,4_10,2024-03-19T19:46:24.050Z,,,,,,,,,,,13430.755000095378,completion,,,,,,,low,high,,,,,,,true,,,,,false,166427.70000004768,166427.40000009537,152980.099,153224.09999990463,152996.645,166209.899,1,16,,
trial,html.Screen,4_11_0,2024-03-19T19:46:26.385Z,,,,0,1.4727776799485246,-0.8779113138076752,,,true,lh,2552.5010000953625,response,-1.0700930503975157,1.2,-1.2,0.923753102263735,1.2,-1.2,low,high,,ISIC_0033074.JPG,,ISIC_0000022.JPG,,33,true,0.3600000000000002,lh,keypress(e),100,false,168762.70000004768,168762.40000009537,166193.344,166427.70000004768,166209.899,168545.528,1,16,12,
sequence,flow.Sequence,4_11,2024-03-19T19:46:26.386Z,,,,,,,,,,,2552.5010000953625,completion,,,,,,,low,high,,,,,,,true,,,,,false,168763.29999995232,168762.40000009537,166193.344,166427.70000004768,166209.899,168545.528,1,16,,
trial,html.Screen,4_12_0,2024-03-19T19:46:40.751Z,,,,0,-1.1547137855907486,1.0185275168641534,,,true,hl,14582.872000095376,response,1.11329866545753,1.2,-1.2,-1.2155631217348757,1.2,-1.2,high,low,,ISIC_7604870.JPG,,ISIC_0032610.JPG,,29,true,0.3600000000000002,hl,keypress(j),100,false,183128.5,183128.40000009537,168528.897,168763.59999990463,168545.528,182909.888,1,16,13,
sequence,flow.Sequence,4_12,2024-03-19T19:46:40.751Z,,,,,,,,,,,14582.872000095376,completion,,,,,,,high,low,,,,,,,true,,,,,false,183128.70000004768,183128.40000009537,168528.897,168763.59999990463,168545.528,182909.888,1,16,,
trial,html.Screen,4_13_0,2024-03-19T19:46:48.464Z,,,,0,-0.9225524349657857,0.929746784178986,,,true,hl,7931.211999904626,response,1.2838089642212804,1.2,-1.2,-0.8550527900640753,1.2,-1.2,high,low,,ISIC_0011077.JPG,,ISIC_0034187.JPG,,29,true,0.3600000000000002,hl,keypress(j),100,false,190841.29999995232,190841.09999990463,182893.205,183128.79999995232,182909.888,190617.584,1,16,14,
sequence,flow.Sequence,4_13,2024-03-19T19:46:48.464Z,,,,,,,,,,,7931.211999904626,completion,,,,,,,high,low,,,,,,,true,,,,,false,190841.40000009537,190841.09999990463,182893.205,183128.70000004768,182909.888,190617.584,1,16,,
trial,html.Screen,4_14_0,2024-03-19T19:46:58.989Z,,,,0,-0.9670240379618178,1.1806404773220665,,,true,hl,10748.415999999997,response,0.8779374983479176,1.2,-1.2,-0.9745548032823428,1.2,-1.2,high,low,,ISIC_0002288.JPG,,ISIC_2991354.JPG,,29,true,0.3600000000000002,hl,keypress(j),100,false,201366.29999995232,201366,190600.885,190841.5,190617.584,201144.843,1,16,15,
sequence,flow.Sequence,4_14,2024-03-19T19:46:58.989Z,,,,,,,,,,,10748.415999999997,completion,,,,,,,high,low,,,,,,,true,,,,,false,201366.90000009537,201366,190600.885,190841.40000009537,190617.584,201144.843,1,16,,
trial,html.Screen,4_15_0,2024-03-19T19:47:10.449Z,,,,0,-0.9873794329144926,0.9500689037516484,,,true,hl,11681.956999952323,response,0.8644465729542988,1.2,-1.2,-0.8679598285079457,1.2,-1.2,high,low,,ISIC_0013498.JPG,,ISIC_6718969.JPG,,29,true,0.3600000000000002,hl,keypress(j),100,false,212827.20000004768,212826.79999995232,201128.062,201367.29999995232,201144.843,212606.167,1,16,16,
