sender,sender_type,sender_id,timestamp,meta,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,age,gender
trial,html.Screen,6_20_0,2024-07-08T23:48:45.203Z,,1,-1.25525682,-1.120642643,,,TRUE,hh,4621,response,0.999191034,1.2,-1.2,0.924262906,1.2,-1.2,high,high,ISIC_0024652.JPG,,ISIC_7795549.JPG,,253,TRUE,0.42,hh,keypress(i),0,FALSE,249832.6,249832.3,245198.7,245210,245211.3,249851.9,1,40,21,,,
sequence,flow.Sequence,6_20,2024-07-08T23:48:45.203Z,,,,,,,,,4621,completion,,,,,,,high,high,,,,,,TRUE,,,,,FALSE,249832.7,249832.3,245198.7,245210,245211.3,249851.9,1,40,,,,
trial,html.Screen,6_21_0,2024-07-08T23:48:53.363Z,,1,1.011737553,-0.850053022,,,TRUE,lh,8140.3,response,-0.791102468,1.2,-1.2,0.797597702,1.2,-1.2,low,high,ISIC_2998367.JPG,,ISIC_5813642.JPG,,27,TRUE,0.42,lh,keypress(e),0,FALSE,257992.4,257992.2,249850.588,249832.9,249851.9,257994.5,1,40,22,,,
sequence,flow.Sequence,6_21,2024-07-08T23:48:53.363Z,,,,,,,,,8140.3,completion,,,,,,,low,high,,,,,,TRUE,,,,,FALSE,257992.6,257992.2,249850.588,249832.8,249851.9,257994.5,1,40,,,,
trial,html.Screen,6_22_0,2024-07-08T23:48:58.497Z,,1,1.087024011,1.332340671,,,TRUE,ll,5132,response,-0.910652502,1.2,-1.2,-0.944391889,1.2,-1.2,low,low,ISIC_0000660.JPG,,ISIC_0058676.JPG,,245,TRUE,0.36,ll,keypress(f),0,FALSE,263126.7,263126.5,257994.448,257992.7,257994.5,263145.1,1,40,23,,,
sequence,flow.Sequence,6_22,2024-07-08T23:48:58.497Z,,,,,,,,,5132,completion,,,,,,,low,low,,,,,,TRUE,,,,,FALSE,263126.9,263126.5,257994.448,257992.7,257994.5,263145.1,1,40,,,,
trial,html.Screen,6_23_0,2024-07-08T23:49:00.958Z,,1,1.078919775,1.165469081,,,TRUE,ll,2442.5,response,-1.29026083,1.2,-1.2,-1.144672688,1.2,-1.2,low,low,ISIC_1576437.JPG,,ISIC_0054317.JPG,,53,TRUE,0.15,ll,keypress(f),0,FALSE,265587.7,265587.6,263122.2,263127,263145.1,265606.2,1,40,24,,,
sequence,flow.Sequence,6_23,2024-07-08T23:49:00.958Z,,,,,,,,,2442.5,completion,,,,,,,low,low,,,,,,TRUE,,,,,FALSE,265588,265587.6,263122.2,263127,263145.1,265606.2,1,40,,,,
trial,html.Screen,6_24_0,2024-07-08T23:49:04.825Z,,1,-0.881628886,0.801867301,,,TRUE,hl,3848.7,response,1.014350968,1.2,-1.2,-1.31639559,1.2,-1.2,high,low,ISIC_9196783.JPG,,ISIC_0062031.JPG,,26,TRUE,0.36,hl,keypress(j),0,FALSE,269455.1,269454.9,265604.308,265588,265606.2,269473.8,1,40,25,,,
sequence,flow.Sequence,6_24,2024-07-08T23:49:04.826Z,,,,,,,,,3848.7,completion,,,,,,,high,low,,,,,,TRUE,,,,,FALSE,269455.4,269454.9,265604.308,265588,265606.2,269473.8,1,40,,,,
trial,html.Screen,6_25_0,2024-07-08T23:49:07.670Z,,1,1.159862326,1.203269032,,,TRUE,ll,2825.9,response,-0.841233594,1.2,-1.2,-1.382707958,1.2,-1.2,low,low,ISIC_0002639.JPG,,ISIC_0028655.JPG,,339,TRUE,0.42,ll,keypress(f),0,FALSE,272300,272299.7,269451.8,269455.5,269473.8,272302.6,1,40,26,,,
sequence,flow.Sequence,6_25,2024-07-08T23:49:07.671Z,,,,,,,,,2825.9,completion,,,,,,,low,low,,,,,,TRUE,,,,,FALSE,272300.2,272299.7,269451.8,269455.5,269473.8,272302.6,1,40,,,,
trial,html.Screen,6_26_0,2024-07-08T23:49:10.180Z,,1,1.057008496,1.127812259,,,TRUE,ll,2506.6,response,-1.247270138,1.2,-1.2,-1.170470471,1.2,-1.2,low,low,ISIC_2819798.JPG,,ISIC_0065774.JPG,,53,TRUE,0.15,ll,keypress(f),0,FALSE,274809.4,274809.2,272298.86,272300.3,272302.6,274828.1,1,40,27,,,
sequence,flow.Sequence,6_26,2024-07-08T23:49:10.180Z,,,,,,,,,2506.6,completion,,,,,,,low,low,,,,,,TRUE,,,,,FALSE,274809.7,274809.2,272298.86,272300.3,272302.6,274828.1,1,40,,,,
trial,html.Screen,6_27_0,2024-07-08T23:49:12.134Z,,1,-1.152619213,-1.111787684,,,TRUE,hh,1935.3,response,1.271101862,1.2,-1.2,1.104223404,1.2,-1.2,high,high,ISIC_0061915.JPG,,ISIC_8603734.JPG,,26,TRUE,0.15,hh,keypress(i),0,FALSE,276763.6,276763.4,274810.54,274809.8,274828.1,276782.4,1,40,28,,,
sequence,flow.Sequence,6_27,2024-07-08T23:49:12.134Z,,,,,,,,,1935.3,completion,,,,,,,high,high,,,,,,TRUE,,,,,FALSE,276763.9,276763.4,274810.54,274809.8,274828.1,276782.4,1,40,,,,
trial,html.Screen,6_28_0,2024-07-08T23:49:15.055Z,,1,1.159862326,1.203269032,,,TRUE,ll,2902.1,response,-1.295250364,1.2,-1.2,-1.107234527,1.2,-1.2,low,low,ISIC_0002639.JPG,,ISIC_0034134.JPG,,30,TRUE,0.1,ll,keypress(f),0,FALSE,279684.5,279684.5,276767.262,276764,276782.4,279703.1,1,40,29,,,
sequence,flow.Sequence,6_28,2024-07-08T23:49:15.055Z,,,,,,,,,2902.1,completion,,,,,,,low,low,,,,,,TRUE,,,,,FALSE,279684.7,279684.5,276767.262,276763.9,276782.4,279703.1,1,40,,,,
trial,html.Screen,6_29_0,2024-07-08T23:49:17.178Z,,1,1.096667611,1.107212687,,,TRUE,ll,2104.3,response,-1.12626439,1.2,-1.2,-1.271896565,1.2,-1.2,low,low,ISIC_0071754.JPG,,ISIC_1520897.JPG,,53,TRUE,0.15,ll,keypress(f),0,FALSE,281807.6,281807.4,279677.6,279684.8,279703.1,281826.788,1,40,30,,,
sequence,flow.Sequence,6_29,2024-07-08T23:49:17.178Z,,,,,,,,,2104.3,completion,,,,,,,low,low,,,,,,TRUE,,,,,FALSE,281807.9,281807.4,279677.6,279684.7,279703.1,281826.788,1,40,,,,
trial,html.Screen,6_30_0,2024-07-08T23:49:24.366Z,,1,1.331700944,-0.939519614,,,TRUE,lh,7169.112,response,-0.796241477,1.2,-1.2,0.901744934,1.2,-1.2,low,high,ISIC_1668831.JPG,,ISIC_8588033.JPG,,27,TRUE,0.42,lh,keypress(e),0,FALSE,288996,288995.9,281826.788,281807.9,281826.788,289014.6,1,40,31,,,
sequence,flow.Sequence,6_30,2024-07-08T23:49:24.367Z,,,,,,,,,7169.112,completion,,,,,,,low,high,,,,,,TRUE,,,,,FALSE,288996.2,288995.9,281826.788,281807.9,281826.788,289014.6,1,40,,,,
trial,html.Screen,6_31_0,2024-07-08T23:49:29.331Z,,1,0.84874291,-0.97782578,,,FALSE,lh,4945.4,response,-0.881628886,1.2,-1.2,0.801867301,1.2,-1.2,low,high,ISIC_4554863.JPG,,ISIC_9196783.JPG,,27,TRUE,0.42,ll,keypress(f),0,FALSE,293960.2,293960,289001.52,288996.2,289014.6,293995.9,1,40,32,,,
sequence,flow.Sequence,6_31,2024-07-08T23:49:29.331Z,,,,,,,,,4945.4,completion,,,,,,,low,high,,,,,,TRUE,,,,,FALSE,293960.6,293960,289001.52,288996.2,289014.6,293995.9,1,40,,,,
trial,html.Screen,6_32_0,2024-07-08T23:49:37.801Z,,1,1.020990672,-1.011651385,,,TRUE,lh,8434.1,response,-0.80924237,1.2,-1.2,1.187009349,1.2,-1.2,low,high,ISIC_0011995.JPG,,ISIC_8592235.JPG,,27,TRUE,0.42,lh,keypress(e),0,FALSE,302430.2,302430,293981.102,293960.7,293995.9,302466,1,40,33,,,
sequence,flow.Sequence,6_32,2024-07-08T23:49:37.801Z,,,,,,,,,8434.1,completion,,,,,,,low,high,,,,,,TRUE,,,,,FALSE,302430.7,302430,293981.102,293960.7,293995.9,302466,1,40,,,,
trial,html.Screen,6_33_0,2024-07-08T23:49:45.536Z,,1,-0.948927472,1.066043716,,,TRUE,hl,7699.3,response,0.858338058,1.2,-1.2,-0.954061222,1.2,-1.2,high,low,ISIC_5808758.JPG,,ISIC_8922893.JPG,,26,TRUE,0.36,hl,keypress(j),0,FALSE,310165.6,310165.3,302464.968,302430.7,302466,310167.6,1,40,34,,,
sequence,flow.Sequence,6_33,2024-07-08T23:49:45.536Z,,,,,,,,,7699.3,completion,,,,,,,high,low,,,,,,TRUE,,,,,FALSE,310165.9,310165.3,302464.968,302430.7,302466,310167.6,1,40,,,,
trial,html.Screen,6_34_0,2024-07-08T23:49:48.613Z,,1,1.138843016,1.270055235,,,TRUE,ll,3074.8,response,-0.91479282,1.2,-1.2,-1.186271335,1.2,-1.2,low,low,ISIC_9939653.JPG,,ISIC_0015136.JPG,,339,TRUE,0.42,ll,keypress(f),0,FALSE,313242.5,313242.4,310157.266,310166,310167.6,313261.5,1,40,35,,,
sequence,flow.Sequence,6_34,2024-07-08T23:49:48.613Z,,,,,,,,,3074.8,completion,,,,,,,low,low,,,,,,TRUE,,,,,FALSE,313242.9,313242.4,310157.266,310166,310167.6,313261.5,1,40,,,,
trial,html.Screen,6_35_0,2024-07-08T23:49:51.106Z,,1,-1.103397706,-1.251307157,,,TRUE,hh,2473.7,response,1.164259648,1.2,-1.2,1.109799097,1.2,-1.2,high,high,ISIC_0025472.JPG,,ISIC_0765584.JPG,,26,TRUE,0.15,hh,keypress(i),0,FALSE,315735.4,315735.2,313242.384,313243,313261.5,315770.9,1,40,36,,,
sequence,flow.Sequence,6_35,2024-07-08T23:49:51.106Z,,,,,,,,,2473.7,completion,,,,,,,high,high,,,,,,TRUE,,,,,FALSE,315735.7,315735.2,313242.384,313243,313261.5,315770.9,1,40,,,,
trial,html.Screen,6_36_0,2024-07-08T23:50:01.378Z,,1,-0.865516731,0.929858042,,,TRUE,hl,10236.4,response,1.207517224,1.2,-1.2,-0.911672497,1.2,-1.2,high,low,ISIC_4603706.JPG,,ISIC_0024235.JPG,,26,TRUE,0.36,hl,keypress(j),0,FALSE,326007.5,326007.3,315766.606,315735.8,315770.9,326025.8,1,40,37,,,
sequence,flow.Sequence,6_36,2024-07-08T23:50:01.378Z,,,,,,,,,10236.4,completion,,,,,,,high,low,,,,,,TRUE,,,,,FALSE,326007.6,326007.3,315766.606,315735.7,315770.9,326025.8,1,40,,,,
trial,html.Screen,6_37_0,2024-07-08T23:50:09.664Z,,1,-1.026446399,1.280405483,,,TRUE,hl,8267.9,response,0.969611853,1.2,-1.2,-0.924414828,1.2,-1.2,high,low,ISIC_7889838.JPG,,ISIC_7927525.JPG,,33,TRUE,0.42,hl,keypress(j),0,FALSE,334293.7,334293.7,326023.23,326007.7,326025.8,334295.676,1,40,38,,,
sequence,flow.Sequence,6_37,2024-07-08T23:50:09.664Z,,,,,,,,,8267.9,completion,,,,,,,high,low,,,,,,TRUE,,,,,FALSE,334293.9,334293.7,326023.23,326007.7,326025.8,334295.676,1,40,,,,
trial,html.Screen,6_38_0,2024-07-08T23:50:13.555Z,,1,-1.224955294,-1.172301512,,,TRUE,hh,3889.024,response,1.348451325,1.2,-1.2,0.990080961,1.2,-1.2,high,high,ISIC_0055251.JPG,,ISIC_0033081.JPG,,253,TRUE,0.42,hh,keypress(i),0,FALSE,338184.9,338184.7,334295.676,334294,334295.676,338203.3,1,40,39,,,
sequence,flow.Sequence,6_38,2024-07-08T23:50:13.555Z,,,,,,,,,3889.024,completion,,,,,,,high,high,,,,,,TRUE,,,,,FALSE,338185,338184.7,334295.676,334294,334295.676,338203.3,1,40,,,,
trial,html.Screen,6_39_0,2024-07-08T23:50:15.508Z,,1,-0.780994986,0.849386112,,,FALSE,hl,1934.2,response,1.233143964,1.2,-1.2,-0.96911439,1.2,-1.2,high,low,ISIC_7450481.JPG,,ISIC_7877488.JPG,,26,TRUE,0.36,hh,keypress(i),0,FALSE,340137.7,340137.5,338199.784,338185.1,338203.3,340156.7,1,40,40,,,
sequence,flow.Sequence,6_39,2024-07-08T23:50:15.508Z,,,,,,,,,1934.2,completion,,,,,,,high,low,,,,,,TRUE,,,,,FALSE,340137.8,340137.5,338199.784,338185.1,338203.3,340156.7,1,40,,,,
practice_loop,flow.Loop,6,2024-07-08T23:50:15.508Z,,,,,,,,,204107.4,completion,,,,,,,,,,,,,,TRUE,,,,,FALSE,340138,340137.5,136025.732,136011.7,136030.1,340156.7,1,40,,,,
stair_instructions,html.Screen,7,2024-07-08T23:50:17.513Z,,,,,,,,,1985.3,response,,,,,,,,,,,,,,,,continue,keypress(Space),,,342142.8,342142,340136.4,340138.1,340156.7,342161.6,,,,,,
trial,html.Screen,8_0_0,2024-07-08T23:50:24.115Z,,2,-0.006955534,0.031010092,,0.05,FALSE,hl,6582.9,response,1.474716115,1.2,-1.2,-0.847048591,1.2,-1.2,high,low,ISIC_0011177.JPG,,ISIC_0016092.JPG,33,33,FALSE,0.42,lh,keypress(e),0,TRUE,348744.6,348744.5,342139.954,342143.2,342161.6,348762.9,1,40,1,,,
sequence,flow.Sequence,8_0,2024-07-08T23:50:24.115Z,,,,,,,,,6582.9,completion,,,,,,,high,low,,,,,,FALSE,,,,,TRUE,348744.8,348744.5,342139.954,342143.2,342161.6,348762.9,1,40,,,,
trial,html.Screen,8_1_0,2024-07-08T23:50:29.592Z,,2,-0.038998803,-0.014321227,,0.05,TRUE,ll,5459,response,-1.242586748,1.2,-1.15,-1.12079332,1.15,-1.2,low,low,ISIC_0064669.JPG,,ISIC_0013073.JPG,33,29,FALSE,0.1,ll,keypress(f),0,TRUE,354222.1,354221.9,348739.5,348744.9,348762.9,354224.2,1,40,2,,,
sequence,flow.Sequence,8_1,2024-07-08T23:50:29.593Z,,,,,,,,,5459,completion,,,,,,,low,low,,,,,,FALSE,,,,,TRUE,354222.4,354221.9,348739.5,348744.8,348762.9,354224.2,1,40,,,,
trial,html.Screen,8_2_0,2024-07-08T23:50:34.508Z,,2,-0.008552098,0.046469116,,0.05,TRUE,hl,4913,response,1.020990672,1.15,-1.15,-1.011651385,1.15,-1.15,high,low,ISIC_0758797.JPG,,ISIC_0011995.JPG,33,25,FALSE,0.31,hl,keypress(j),0,TRUE,359137.3,359137.2,354222.1,354222.5,354224.2,359155.7,1,40,3,,,
sequence,flow.Sequence,8_2,2024-07-08T23:50:34.508Z,,,,,,,,,4913,completion,,,,,,,high,low,,,,,,FALSE,,,,,TRUE,359137.4,359137.2,354222.1,354222.5,354224.2,359155.7,1,40,,,,
trial,html.Screen,8_3_0,2024-07-08T23:50:36.984Z,,2,-0.010785499,-0.047801042,,0.05,FALSE,hl,2457.7,response,0.943372063,1.15,-1.15,-1.058207194,1.15,-1.1,high,low,ISIC_0010500.JPG,,ISIC_4890201.JPG,33,27,FALSE,0.3,hh,keypress(i),0,TRUE,361613.6,361613.4,359140.704,359137.4,359155.7,361622.302,1,40,4,,,
sequence,flow.Sequence,8_3,2024-07-08T23:50:36.984Z,,,,,,,,,2457.7,completion,,,,,,,high,low,,,,,,FALSE,,,,,TRUE,361613.8,361613.4,359140.704,359137.4,359155.7,361622.302,1,40,,,,
trial,html.Screen,8_4_0,2024-07-08T23:50:49.659Z,,2,0,0.026454497,,0.05,FALSE,hl,12666.198,response,0.897927679,0.932181367,-1.15,-0.925374811,1.15,-1.15,high,low,ISIC_0056991.JPG,,ISIC_4208361.JPG,33,27,FALSE,0.23,lh,keypress(e),0,TRUE,374288.7,374288.5,361622.302,361613.8,361622.302,374307,1,40,5,,,
sequence,flow.Sequence,8_4,2024-07-08T23:50:49.659Z,,,,,,,,,12666.198,completion,,,,,,,high,low,,,,,,FALSE,,,,,TRUE,374288.8,374288.5,361622.302,361613.8,361622.302,374307,1,40,,,,
trial,html.Screen,8_5_0,2024-07-08T23:50:52.276Z,,2,0.010246062,-0.03096706,,0.05,TRUE,ll,2598.4,response,-1.065149241,0.982181367,-1.15,-1.186249926,1.15,-1.15,low,low,ISIC_0072041.JPG,,ISIC_0065421.JPG,33,27,FALSE,0.1,ll,keypress(f),0,TRUE,376905.5,376905.4,374277.934,374288.9,374307,376914.702,1,40,6,,,
sequence,flow.Sequence,8_5,2024-07-08T23:50:52.276Z,,,,,,,,,2598.4,completion,,,,,,,low,low,,,,,,FALSE,,,,,TRUE,376905.7,376905.4,374277.934,374288.9,374307,376914.702,1,40,,,,
trial,html.Screen,8_6_0,2024-07-08T23:50:54.379Z,,2,-0.021769889,0.041087092,,0.05,FALSE,lh,2094.198,response,-0.923557177,0.982181367,-1.075699583,1.000808165,1.15,-1.15,low,high,ISIC_0072173.JPG,,ISIC_8796632.JPG,33,29,FALSE,0.36,hh,keypress(i),0,TRUE,379009,379008.9,376914.702,376905.8,376914.702,379028.4,1,40,7,,,
sequence,flow.Sequence,8_6,2024-07-08T23:50:54.380Z,,,,,,,,,2094.198,completion,,,,,,,low,high,,,,,,FALSE,,,,,TRUE,379009.1,379008.9,376914.702,376905.7,376914.702,379028.4,1,40,,,,
trial,html.Screen,8_7_0,2024-07-08T23:51:01.774Z,,2,-0.021769889,0.041087092,,0.05,FALSE,lh,7374.9,response,-1.021336533,0.982181367,-1.125699583,1.08852436,1.15,-1.15,low,high,ISIC_0072173.JPG,,ISIC_5434229.JPG,33,27,FALSE,0.36,hl,keypress(j),0,TRUE,386403.7,386403.3,379026.156,379009.3,379028.4,386422.2,1,40,8,,,
sequence,flow.Sequence,8_7,2024-07-08T23:51:01.774Z,,,,,,,,,7374.9,completion,,,,,,,low,high,,,,,,FALSE,,,,,TRUE,386403.9,386403.3,379026.156,379009.3,379028.4,386422.2,1,40,,,,
trial,html.Screen,8_8_0,2024-07-08T23:51:05.103Z,,2,0.024537615,-0.043699343,,0.05,TRUE,ll,3309.8,response,-1.225418757,0.982181367,-1.175699583,-1.174555235,1.15,-1.15,low,low,ISIC_0056444.JPG,,ISIC_0027187.JPG,33,29,FALSE,0.1,ll,keypress(f),0,TRUE,389732.2,389732,386404.912,386404,386422.2,389745.84,1,40,9,,,
sequence,flow.Sequence,8_8,2024-07-08T23:51:05.103Z,,,,,,,,,3309.8,completion,,,,,,,low,low,,,,,,FALSE,,,,,TRUE,389732.4,389732,386404.912,386403.9,386422.2,389745.84,1,40,,,,
trial,html.Screen,8_9_0,2024-07-08T23:51:13.999Z,,2,0.011231072,-0.046904736,,0.05,TRUE,lh,8882.16,response,-0.865516731,0.982181367,-1.175699583,0.929858042,1.15,-1.149986996,low,high,ISIC_0068184.JPG,,ISIC_4603706.JPG,33,25,FALSE,0.39,lh,keypress(e),0,TRUE,398628.2,398628,389745.84,389732.4,389745.84,398635.918,1,40,10,,,
sequence,flow.Sequence,8_9,2024-07-08T23:51:13.999Z,,,,,,,,,8882.16,completion,,,,,,,low,high,,,,,,FALSE,,,,,TRUE,398628.3,398628,389745.84,389732.4,389745.84,398635.918,1,40,,,,
trial,html.Screen,8_10_0,2024-07-08T23:51:22.373Z,,2,4.79192E-05,0.046265294,,0.05,FALSE,lh,8366.582,response,-1.002282937,0.982181367,-1.125699583,0.831172697,1.15,-1.149986996,low,high,ISIC_0011507.JPG,,ISIC_0033287.JPG,33,27,FALSE,0.36,ll,keypress(f),0,TRUE,407002.7,407002.5,398635.918,398628.4,398635.918,407021.8,1,40,11,,,
sequence,flow.Sequence,8_10,2024-07-08T23:51:22.373Z,,,,,,,,,8366.582,completion,,,,,,,low,high,,,,,,FALSE,,,,,TRUE,407003,407002.5,398635.918,398628.4,398635.918,407021.8,1,40,,,,
trial,html.Screen,8_11_0,2024-07-08T23:51:26.012Z,,2,0.013431314,-0.014059758,,0.05,FALSE,hl,3619.5,response,0.853469137,0.982181367,-1.125699583,-1.039755805,1.15,-1.149986996,high,low,ISIC_0069617.JPG,,ISIC_0056788.JPG,33,27,FALSE,0.26,ll,keypress(f),0,TRUE,410641.5,410641.3,406997.5,407003.4,407021.8,410654.822,1,40,12,,,
sequence,flow.Sequence,8_11,2024-07-08T23:51:26.012Z,,,,,,,,,3619.5,completion,,,,,,,high,low,,,,,,FALSE,,,,,TRUE,410641.7,410641.3,406997.5,407003.3,407021.8,410654.822,1,40,,,,
trial,html.Screen,8_12_0,2024-07-08T23:51:33.612Z,,2,-0.007072553,-0.004999514,,0.05,TRUE,lh,7586.578,response,-0.894761108,1.032181367,-1.125699583,0.896096451,1.15,-1.149986996,low,high,ISIC_6124481.JPG,,ISIC_6441128.JPG,33,27,FALSE,0.36,lh,keypress(e),0,TRUE,418241.6,418241.4,410654.822,410641.9,410654.822,418243.57,1,40,13,,,
sequence,flow.Sequence,8_12,2024-07-08T23:51:33.612Z,,,,,,,,,7586.578,completion,,,,,,,low,high,,,,,,FALSE,,,,,TRUE,418241.7,418241.4,410654.822,410641.8,410654.822,418243.57,1,40,,,,
trial,html.Screen,8_13_0,2024-07-08T23:51:43.286Z,,2,-0.005791476,-0.007466791,,0.05,FALSE,ll,9671.43,response,-1.103397706,1.032181367,-1.075699583,-1.251307157,1.15,-1.149986996,low,low,ISIC_0058723.JPG,,ISIC_0025472.JPG,33,29,FALSE,0.11,lh,keypress(e),0,TRUE,427915.2,427915,418243.57,418241.7,418243.57,427917.82,1,40,14,,,
sequence,flow.Sequence,8_13,2024-07-08T23:51:43.286Z,,,,,,,,,9671.43,completion,,,,,,,low,low,,,,,,FALSE,,,,,TRUE,427915.5,427915,418243.57,418241.7,418243.57,427917.82,1,40,,,,
trial,html.Screen,8_14_0,2024-07-08T23:51:45.503Z,,2,-0.036343708,-0.033333219,,0.05,TRUE,hh,2214.88,response,1.138843016,1.032181367,-1.075699583,1.270055235,1.15,-1.199986996,high,high,ISIC_3314555.JPG,,ISIC_9939653.JPG,33,33,FALSE,0.13,hh,keypress(i),0,TRUE,430132.9,430132.7,427917.82,427915.6,427917.82,430134.9,1,40,15,,,
sequence,flow.Sequence,8_14,2024-07-08T23:51:45.503Z,,,,,,,,,2214.88,completion,,,,,,,high,high,,,,,,FALSE,,,,,TRUE,430133.1,430132.7,427917.82,427915.6,427917.82,430134.9,1,40,,,,
trial,html.Screen,8_15_0,2024-07-08T23:51:54.088Z,,2,0.011231072,-0.046904736,,0.05,FALSE,hl,8582.8,response,1.002626609,1.032181367,-1.075699583,-1.091327591,1.154449126,-1.199986996,high,low,ISIC_0068184.JPG,,ISIC_0033520.JPG,33,26,FALSE,0.29,lh,keypress(e),0,TRUE,438718,438717.7,430132,430133.2,430134.9,438736.5,1,40,16,,,
sequence,flow.Sequence,8_15,2024-07-08T23:51:54.089Z,,,,,,,,,8582.8,completion,,,,,,,high,low,,,,,,FALSE,,,,,TRUE,438718.2,438717.7,430132,430133.1,430134.9,438736.5,1,40,,,,
trial,html.Screen,8_16_0,2024-07-08T23:51:59.339Z,,2,-0.010785499,-0.047801042,,0.05,TRUE,ll,5232,response,-1.05255323,1.082181367,-1.075699583,-1.162898251,1.154449126,-1.199986996,low,low,ISIC_0010500.JPG,,ISIC_0033428.JPG,33,29,FALSE,0.11,ll,keypress(f),0,TRUE,443968.7,443968.5,438718.124,438718.3,438736.5,443978.13,1,40,17,,,
sequence,flow.Sequence,8_16,2024-07-08T23:51:59.339Z,,,,,,,,,5232,completion,,,,,,,low,low,,,,,,FALSE,,,,,TRUE,443968.8,443968.5,438718.124,438718.3,438736.5,443978.13,1,40,,,,
trial,html.Screen,8_17_0,2024-07-08T23:52:04.462Z,,2,-0.005791476,-0.007466791,,0.05,FALSE,lh,5113.47,response,-0.746899604,1.082181367,-1.057725741,0.80738357,1.154449126,-1.199986996,low,high,ISIC_0058723.JPG,,ISIC_5335139.JPG,33,31,FALSE,0.36,ll,keypress(f),0,TRUE,449091.9,449091.6,443978.13,443968.9,443978.13,449093.7,1,40,18,,,
sequence,flow.Sequence,8_17,2024-07-08T23:52:04.462Z,,,,,,,,,5113.47,completion,,,,,,,low,high,,,,,,FALSE,,,,,TRUE,449092.1,449091.6,443978.13,443968.9,443978.13,449093.7,1,40,,,,
trial,html.Screen,8_18_0,2024-07-08T23:52:07.442Z,,2,4.79192E-05,0.046265294,,0.05,TRUE,hh,2977.6,response,0.978645773,1.082181367,-1.057725741,1.118905639,1.154449126,-1.199986996,high,high,ISIC_0011507.JPG,,ISIC_3926019.JPG,33,29,FALSE,0.13,hh,keypress(i),0,TRUE,452071.5,452071.3,449092.2,449092.2,449093.7,452073.2,1,40,19,,,
sequence,flow.Sequence,8_18,2024-07-08T23:52:07.442Z,,,,,,,,,2977.6,completion,,,,,,,high,high,,,,,,FALSE,,,,,TRUE,452071.7,452071.3,449092.2,449092.2,449093.7,452073.2,1,40,,,,
trial,html.Screen,8_19_0,2024-07-08T23:52:09.754Z,,2,-0.010785499,-0.047801042,,0.05,TRUE,hh,2310.1,response,1.095905863,1.082181367,-1.057725741,1.168483519,1.154449126,-1.199986996,high,high,ISIC_0010500.JPG,,ISIC_5920470.JPG,33,29,FALSE,0.13,hh,keypress(i),0,TRUE,454383.4,454383.3,452068.988,452071.7,452073.2,454385.4,1,40,20,,,
sequence,flow.Sequence,8_19,2024-07-08T23:52:09.754Z,,,,,,,,,2310.1,completion,,,,,,,high,high,,,,,,FALSE,,,,,TRUE,454383.7,454383.3,452068.988,452071.7,452073.2,454385.4,1,40,,,,
trial,html.Screen,8_20_0,2024-07-08T23:52:11.631Z,,2,0.027717858,-0.039558746,,0.05,TRUE,hh,1874.9,response,1.008381128,1.093694579,-1.057725741,1.008802012,1.093694579,-1.199986996,high,high,ISIC_0010807.JPG,,ISIC_6546903.JPG,33,33,FALSE,0.11,hh,keypress(i),0,TRUE,456260.4,456260.3,454381.448,454383.9,454385.4,456279.5,1,40,21,,,
sequence,flow.Sequence,8_20,2024-07-08T23:52:11.631Z,,,,,,,,,1874.9,completion,,,,,,,high,high,,,,,,FALSE,,,,,TRUE,456260.6,456260.3,454381.448,454383.7,454385.4,456279.5,1,40,,,,
trial,html.Screen,8_21_0,2024-07-08T23:52:13.859Z,,2,-0.005791476,-0.007466791,,0.05,TRUE,hh,2208.9,response,1.072671714,1.093694579,-1.057725741,1.020849839,1.093694579,-1.199986996,high,high,ISIC_0058723.JPG,,ISIC_5218773.JPG,33,33,FALSE,0.11,hh,keypress(i),0,TRUE,458488.5,458488.4,456261.332,456260.6,456279.5,458506.8,1,40,22,,,
sequence,flow.Sequence,8_21,2024-07-08T23:52:13.859Z,,,,,,,,,2208.9,completion,,,,,,,high,high,,,,,,FALSE,,,,,TRUE,458488.6,458488.4,456261.332,456260.6,456279.5,458506.8,1,40,,,,
trial,html.Screen,8_22_0,2024-07-08T23:52:17.179Z,,2,-0.036343708,-0.033333219,,0.05,TRUE,hh,3301.7,response,0.949329722,0.964825925,-1.057725741,0.912612272,0.964825925,-1.199986996,high,high,ISIC_3314555.JPG,,ISIC_9738202.JPG,33,40,FALSE,0.1,hh,keypress(i),0,TRUE,461808.7,461808.5,458486.818,458488.7,458506.8,461826.9,1,40,23,,,
sequence,flow.Sequence,8_22,2024-07-08T23:52:17.179Z,,,,,,,,,3301.7,completion,,,,,,,high,high,,,,,,FALSE,,,,,TRUE,461808.8,461808.5,458486.818,458488.7,458506.8,461826.9,1,40,,,,
