sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-27T17:39:14.224Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,21596.872,response,,,,,,,,,,,,,,,,,consent,click button,,,22556.799999952316,22547.5,933.95,1184.7999999523163,950.628,22317.428,,,,{}
Demography form,html.Form,1,2023-11-27T17:39:22.416Z,,,18,,,,,,,,8431.371999952316,form submission,,,,,,,,,female,,,,,,,,,,,,30748.89999985695,30748.799999952316,22300.715,22557.099999904633,22317.428,30483.996,,,,
Welcome,html.Screen,2,2023-11-27T17:40:30.464Z,,,,,,,"[""bor"",""col""]",,,,68311.40399985695,response,,,,,,,,,,,,,,,,,continue,click button,,,98796.09999990463,98795.39999985695,30467.356,30749,30483.996,98550.897,,,,
demo_instructions,html.Screen,3,2023-11-27T17:41:36.728Z,,,,,,,,,,,66508.50299985695,response,,,,,,,,,,,,,,,,,continue,click button,,,165059.89999985695,165059.39999985695,98534.081,98796.29999995232,98550.897,164817.518,,,,
trial,html.Screen,4_0_0,2023-11-27T17:41:54.271Z,,,,0,-1.1746004947382946,-1.2207657619249948,,,true,hh,17785.881999856938,response,1.2946277435220357,1.2,-1.2,1.255157480204324,1.2,-1.2,high,high,,ISIC_0012069.JPG,,ISIC_1870309.JPG,,25,true,0.14,hh,keypress(i),100,false,182603.59999990463,182603.39999985695,164801.016,165060.09999990463,164817.518,182367.68,1,16,1,
sequence,flow.Sequence,4_0,2023-11-27T17:41:54.272Z,,,,,,,,,,,17785.881999856938,completion,,,,,,,high,high,,,,,,,true,,,,,false,182604.09999990463,182603.39999985695,164801.016,165060.09999990463,164817.518,182367.68,1,16,,
trial,html.Screen,4_1_0,2023-11-27T17:42:04.938Z,,,,0,-1.0849202097813322,-1.0851127310415287,,,true,hh,10901.91999990464,response,1.252716660627398,1.2,-1.2,1.183977080937476,1.2,-1.2,high,high,,ISIC_0010289.JPG,,ISIC_0034194.JPG,,25,true,0.14,hh,keypress(i),100,false,193269.89999985695,193269.59999990463,182350.934,182604.19999980927,182367.68,193034.303,1,16,2,
sequence,flow.Sequence,4_1,2023-11-27T17:42:04.938Z,,,,,,,,,,,10901.91999990464,completion,,,,,,,high,high,,,,,,,true,,,,,false,193270.09999990463,193269.59999990463,182350.934,182604.09999990463,182367.68,193034.303,1,16,,
trial,html.Screen,4_2_0,2023-11-27T17:42:24.149Z,,,,0,-1.136677654701082,-1.2647850993872314,,,true,hh,19446.496999952302,response,1.0943527860463682,1.2,-1.2,1.124481746658104,1.2,-1.2,high,high,,ISIC_0015436.JPG,,ISIC_0438136.JPG,,25,true,0.14,hh,keypress(i),100,false,212481,212480.79999995232,193017.614,193270.39999985695,193034.303,212250.968,1,16,3,
sequence,flow.Sequence,4_2,2023-11-27T17:42:24.149Z,,,,,,,,,,,19446.496999952302,completion,,,,,,,high,high,,,,,,,true,,,,,false,212481.29999995232,212480.79999995232,193017.614,193270.29999995232,193034.303,212250.968,1,16,,
