sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-14T18:38:33.134Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,9864.65,response,,,,,,,,,,,,,,,consent,click button,,,13997.399999976158,13996,4114.688,4541.399999976158,4131.35,13598.07,,,,{}
Demography form,html.Form,1,2023-11-14T18:38:56.358Z,,,34,,,,,,,23622.43,form submission,,,,,,,,,female,,,,,,,,,,37220.699999928474,37220.5,13581.428,13997.799999952316,13598.07,36814.777,,,,
Welcome,html.Screen,2,2023-11-14T18:38:59.749Z,,,,,,,"[""asym"",""col""]",,,3796.9229999284726,response,,,,,,,,,,,,,,,continue,click button,,,40612.39999997616,40611.699999928474,36781.463,37220.799999952316,36814.777,40198.132,,,,
demo_instructions,html.Screen,3,2023-11-14T18:39:08.598Z,,,,,,,,,,9261.76799997616,response,,,,,,,,,,,,,,,continue,click button,,,49460.799999952316,49459.89999997616,40181.502,40612.5,40198.132,49048.128,,,,
trial,html.Screen,4_0_0,2023-11-14T18:39:24.846Z,,,,0,0.8561946552009824,-0.9282171889213044,,true,lh,16660.972000023845,response,-0.8129823105338526,0.9999999999999998,-0.9999999999999998,0.9655386457143784,0.9999999999999998,-0.9999999999999998,low,high,,ISIC_3065032.JPG,,ISIC_8268025.JPG,24,true,lh,keypress(e),100,false,65709.29999995232,65709.10000002384,49031.564,49460.89999997616,49048.128,65314.825,1,16,1,
sequence,flow.Sequence,4_0,2023-11-14T18:39:24.846Z,,,,,,,,,,16660.972000023845,completion,,,,,,,low,high,,,,,,true,,,,false,65709.60000002384,65709.10000002384,49031.564,49460.89999997616,49048.128,65314.825,1,16,,
trial,html.Screen,4_1_0,2023-11-14T18:39:46.002Z,,,,0,1.1592423187534993,-1.067128884093211,,true,lh,21550.374999928477,response,-1.00615481805876,0.9999999999999998,-0.9999999999999998,0.8428903771195875,0.9999999999999998,-0.9999999999999998,low,high,,ISIC_6854940.JPG,,ISIC_0069970.JPG,24,true,lh,keypress(e),100,false,86865.5,86865.19999992847,65298.167,65709.69999992847,65314.825,86464.848,1,16,2,
sequence,flow.Sequence,4_1,2023-11-14T18:39:46.002Z,,,,,,,,,,21550.374999928477,completion,,,,,,,low,high,,,,,,true,,,,false,86865.69999992847,86865.19999992847,65298.167,65709.60000002384,65314.825,86464.848,1,16,,
trial,html.Screen,4_2_0,2023-11-14T18:39:53.271Z,,,,0,0.8620516892494489,-1.1108509340502866,,true,lh,7669.05199997616,response,-1.00615481805876,0.9999999999999998,-0.9999999999999998,0.8428903771195875,0.9999999999999998,-0.9999999999999998,low,high,,ISIC_5557806.JPG,,ISIC_0069970.JPG,24,true,lh,keypress(e),100,false,94134.10000002384,94133.89999997616,86448.18,86865.79999995232,86464.848,93731.528,1,16,3,
sequence,flow.Sequence,4_2,2023-11-14T18:39:53.271Z,,,,,,,,,,7669.05199997616,completion,,,,,,,low,high,,,,,,true,,,,false,94134.39999997616,94133.89999997616,86448.18,86865.79999995232,86464.848,93731.528,1,16,,
trial,html.Screen,4_3_0,2023-11-14T18:39:56.154Z,,,,0,0.8561946552009824,-0.9282171889213044,,true,lh,3286.2719999523106,response,-0.8923602890201078,0.9999999999999998,-0.9999999999999998,0.8351700666074688,0.9999999999999998,-0.9999999999999998,low,high,,ISIC_3065032.JPG,,ISIC_0033103.JPG,24,true,lh,keypress(e),100,false,97017.89999997616,97017.79999995232,93715.221,94134.5,93731.528,96614.844,1,16,4,
sequence,flow.Sequence,4_3,2023-11-14T18:39:56.155Z,,,,,,,,,,3286.2719999523106,completion,,,,,,,low,high,,,,,,true,,,,false,97018.10000002384,97017.79999995232,93715.221,94134.39999997616,93731.528,96614.844,1,16,,
trial,html.Screen,4_4_0,2023-11-14T18:40:06.382Z,,,,0,0.9464457672695302,0.8245045690591577,,true,ll,10630.455999952319,response,-0.894033318100927,0.9999999999999998,-0.9999999999999998,-0.9842451068179496,0.9999999999999998,-0.9999999999999998,low,low,,ISIC_0027021.JPG,,ISIC_0015298.JPG,111,true,ll,keypress(f),100,false,107245.39999997616,107245.29999995232,96598.176,97018.10000002384,96614.844,106848.239,1,16,5,
sequence,flow.Sequence,4_4,2023-11-14T18:40:06.382Z,,,,,,,,,,10630.455999952319,completion,,,,,,,low,low,,,,,,true,,,,false,107245.69999992847,107245.29999995232,96598.176,97018.10000002384,96614.844,106848.239,1,16,,
