sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-14T20:47:51.376Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,19611.66899997616,response,,,,,,,,,,,,,,,consent,click button,,,21001.299999952316,21000.399999976158,1372.079,1714.8999999761581,1388.731,20655.383,,,,{}
Demography form,html.Form,1,2023-11-14T20:47:57.594Z,,,18,,,,,,,6564.317000047682,form submission,,,,,,,,,female,,,,,,,,,,27220,27219.700000047684,20638.754,21001.600000023842,20655.383,26872.094,,,,
Welcome,html.Screen,2,2023-11-14T20:47:59.768Z,,,,,,,"[""bor"",""col""]",,,2520.506000023841,response,,,,,,,,,,,,,,,continue,click button,,,29393.100000023842,29392.600000023842,26855.417,27220,26872.094,29055.435,,,,
demo_instructions,html.Screen,3,2023-11-14T20:49:30.208Z,,,,,,,,,,90777.065,response,,,,,,,,,,,,,,,continue,click button,,,119833.29999995232,119832.5,29038.747,29393.299999952316,29055.435,119505.544,,,,
trial,html.Screen,4_0_0,2023-11-14T20:49:51.430Z,,,,0,0.7079689798840642,-0.9053957126199562,,true,lh,21550.855999976164,response,-1.058275612142778,0.8999999999999997,-0.8999999999999997,0.7824898568540655,0.8999999999999997,-0.8999999999999997,low,high,,ISIC_0058863.JPG,,ISIC_4906385.JPG,29,true,lh,keypress(e),100,false,141056.5,141056.39999997616,119472.2,119833.39999997616,119505.544,140722.536,1,16,1,
sequence,flow.Sequence,4_0,2023-11-14T20:49:51.430Z,,,,,,,,,,21550.855999976164,completion,,,,,,,low,high,,,,,,true,,,,false,141056.89999997616,141056.39999997616,119472.2,119833.39999997616,119505.544,140722.536,1,16,,
trial,html.Screen,4_1_0,2023-11-14T20:50:05.723Z,,,,0,0.8500530224490773,-1.0893360711742854,,true,lh,14627.363999976165,response,-0.930804711032185,0.8999999999999997,-0.8999999999999997,0.7294067991476295,0.8999999999999997,-0.8999999999999997,low,high,,ISIC_2998367.JPG,,ISIC_5067317.JPG,29,true,lh,keypress(e),100,false,155350,155349.89999997616,140705.6,141057.10000002384,140722.536,155022.273,1,16,2,
sequence,flow.Sequence,4_1,2023-11-14T20:50:05.724Z,,,,,,,,,,14627.363999976165,completion,,,,,,,low,high,,,,,,true,,,,false,155350.29999995232,155349.89999997616,140705.6,141057,140722.536,155022.273,1,16,,
trial,html.Screen,4_2_0,2023-11-14T20:50:10.112Z,,,,0,0.8350129142228142,-0.8172547818270586,,true,lh,4716.52699995233,response,-0.8830264383952469,0.8999999999999997,-0.8999999999999997,0.8635562538060516,0.8999999999999997,-0.8999999999999997,low,high,,ISIC_0301568.JPG,,ISIC_0032258.JPG,29,true,lh,keypress(e),100,false,159739,159738.79999995232,155005.882,155350.39999997616,155022.273,159405.633,1,16,3,
sequence,flow.Sequence,4_2,2023-11-14T20:50:10.113Z,,,,,,,,,,4716.52699995233,completion,,,,,,,low,high,,,,,,true,,,,false,159739.20000004768,159738.79999995232,155005.882,155350.39999997616,155022.273,159405.633,1,16,,
