sender,sender_type,sender_id,timestamp,meta,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,age,gender
break_continue,html.Screen,9_188_2,2023-11-13T15:54:34.809Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3312103.5,3312103.4,,3312103.4,,3312013.253,4,800,,,,
sequence,flow.Sequence,9_188,2023-11-13T15:54:34.809Z,,,,,,,,4343.437,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3312103.5,3312103.4,3307743.556,3307853.1,3307759.963,3312013.253,4,800,,,,
trial,html.Screen,9_189_0,2023-11-13T15:54:38.384Z,,1,0.047524453,-0.005031965,,FALSE,hl,3665.347,response,0.378835773,0.488420763,-0.470595905,-0.329770769,0.389713769,-0.447990908,high,low,ISIC_0027081.JPG,9,ISIC_0064798.JPG,294,FALSE,lh,keypress(e),0,FALSE,3315678.7,3315678.6,3311996.825,3312103.5,3312013.253,3315600.094,4,800,190,,,
break,html.Screen,9_189_1,2023-11-13T15:54:38.384Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3315679.1,3315679,,3315678.8,,3315600.094,4,800,,,,
break_continue,html.Screen,9_189_2,2023-11-13T15:54:38.385Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3315679.4,3315679.3,,3315679.2,,3315600.094,4,800,,,,
sequence,flow.Sequence,9_189,2023-11-13T15:54:38.385Z,,,,,,,,3666.047,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3315679.5,3315679.3,3311996.825,3312103.5,3312013.253,3315600.094,4,800,,,,
trial,html.Screen,9_190_0,2023-11-13T15:54:44.717Z,,1,0.063800094,0.065878517,,FALSE,ll,6411.106,response,-0.296829951,0.488420763,-0.470595905,-0.420287881,0.389713769,-0.447990908,low,low,ISIC_0626501.JPG,9,ISIC_9011718.JPG,470,FALSE,hl,keypress(j),0,FALSE,3322011.6,3322011.2,3315566.35,3315679.5,3315600.094,3321938.298,4,800,191,,,
break,html.Screen,9_190_1,2023-11-13T15:54:44.718Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3322012.8,3322012.5,,3322012,,3321938.298,4,800,,,,
break_continue,html.Screen,9_190_2,2023-11-13T15:54:44.719Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3322013.6,3322013.3,,3322013,,3321938.298,4,800,,,,
sequence,flow.Sequence,9_190,2023-11-13T15:54:44.719Z,,,,,,,,6413.206,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3322013.8,3322013.3,3315566.35,3315679.5,3315600.094,3321938.298,4,800,,,,
trial,html.Screen,9_191_0,2023-11-13T15:54:48.766Z,,1,0.040474773,-0.00011068,,FALSE,hh,4121.702,response,0.431171542,0.488420763,-0.470595905,0.450544318,0.389713769,-0.447990908,high,high,ISIC_5706192.JPG,9,ISIC_0033643.JPG,381,FALSE,hl,keypress(j),0,FALSE,3326060.5,3326060,3321921.621,3322014,3321938.298,3325975.097,4,800,192,,,
break,html.Screen,9_191_1,2023-11-13T15:54:48.767Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3326061.7,3326061.5,,3326060.9,,3325975.097,4,800,,,,
break_continue,html.Screen,9_191_2,2023-11-13T15:54:48.767Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3326062,3326061.9,,3326061.8,,3325975.097,4,800,,,,
sequence,flow.Sequence,9_191,2023-11-13T15:54:48.767Z,,,,,,,,4123.602,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3326062.1,3326061.9,3321921.621,3322014,3321938.298,3325975.097,4,800,,,,
trial,html.Screen,9_192_0,2023-11-13T15:54:52.331Z,,1,-0.039571353,0.053916918,,FALSE,ll,3650.503,response,-0.313050638,0.488420763,-0.470595905,-0.588719249,0.389713769,-0.447990908,low,low,ISIC_1076091.JPG,9,ISIC_4116770.JPG,470,FALSE,hl,keypress(j),0,FALSE,3329625.9,3329625.6,3325958.649,3326062.2,3325975.097,3329544.504,4,800,193,,,
break,html.Screen,9_192_1,2023-11-13T15:54:52.332Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3329626.9,3329626.5,,3329626.2,,3329544.504,4,800,,,,
break_continue,html.Screen,9_192_2,2023-11-13T15:54:52.333Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3329627.5,3329627.2,,3329627,,3329544.504,4,800,,,,
sequence,flow.Sequence,9_192,2023-11-13T15:54:52.333Z,,,,,,,,3652.103,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3329627.8,3329627.2,3325958.649,3326062.1,3325975.097,3329544.504,4,800,,,,
trial,html.Screen,9_193_0,2023-11-13T15:54:55.693Z,,1,0.025278458,0.00236645,,FALSE,ll,3443.296,response,-0.392143381,0.488420763,-0.470595905,-0.325150616,0.389713769,-0.447990908,low,low,ISIC_4156010.JPG,8,ISIC_0032845.JPG,470,FALSE,lh,keypress(e),0,FALSE,3332988.2,3332987.8,3329527.898,3329627.9,3329544.504,3332897.436,4,800,194,,,
break,html.Screen,9_193_1,2023-11-13T15:54:55.695Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3332989.7,3332989.3,,3332988.7,,3332897.436,4,800,,,,
break_continue,html.Screen,9_193_2,2023-11-13T15:54:55.696Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3332990.8,3332990.3,,3332990.1,,3332897.436,4,800,,,,
sequence,flow.Sequence,9_193,2023-11-13T15:54:55.696Z,,,,,,,,3445.796,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3332991.1,3332990.3,3329527.898,3329627.9,3329544.504,3332897.436,4,800,,,,
trial,html.Screen,9_194_0,2023-11-13T15:55:04.691Z,,1,0.017883272,-0.005104674,,,,9024.063,timeout,-0.283120078,0.488420763,-0.470595905,0.295903104,0.389713769,-0.447990908,low,high,ISIC_9545819.JPG,10,ISIC_2011408.JPG,334,FALSE,,,0,FALSE,3341985.6,3341985.1,3332880.938,3332991.4,3332897.436,3341921.499,4,800,195,,,
break,html.Screen,9_194_1,2023-11-13T15:55:04.692Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3341987.1,3341986.6,,3341986,,3341921.499,4,800,,,,
break_continue,html.Screen,9_194_2,2023-11-13T15:55:04.693Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3341988.1,3341987.7,,3341987.3,,3341921.499,4,800,,,,
sequence,flow.Sequence,9_194,2023-11-13T15:55:04.694Z,,,,,,,,9090.264,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3341988.4,3341987.7,3332880.938,3332991.4,3332897.436,3341921.499,4,800,,,,
trial,html.Screen,9_195_0,2023-11-13T15:55:10.638Z,,1,0.053611591,-0.056557542,,FALSE,ll,6010.501,response,-0.357218585,0.488420763,-0.470595905,-0.583708708,0.389713769,-0.447990908,low,low,ISIC_0046983.JPG,8,ISIC_8068693.JPG,470,FALSE,hl,keypress(j),0,FALSE,3347932.4,3347932,3341904.848,3341988.7,3341921.499,3347843.16,4,800,196,,,
break,html.Screen,9_195_1,2023-11-13T15:55:10.639Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3347934,3347933.5,,3347932.8,,3347843.16,4,800,,,,
break_continue,html.Screen,9_195_2,2023-11-13T15:55:10.640Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3347935,3347934.5,,3347934.2,,3347843.16,4,800,,,,
sequence,flow.Sequence,9_195,2023-11-13T15:55:10.641Z,,,,,,,,6013.001,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3347935.3,3347934.5,3341904.848,3341988.6,3341921.499,3347843.16,4,800,,,,
trial,html.Screen,9_196_0,2023-11-13T15:55:16.446Z,,1,-0.074433472,-0.029617995,,FALSE,ll,5896.94,response,-0.356102292,0.488420763,-0.470595905,-0.450550579,0.389713769,-0.447990908,low,low,ISIC_0026982.JPG,9,ISIC_0026759.JPG,470,FALSE,lh,keypress(e),0,FALSE,3353740.5,3353740.1,3347826.263,3347935.5,3347843.16,3353647.92,4,800,197,,,
break,html.Screen,9_196_1,2023-11-13T15:55:16.447Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3353741.3,3353741.1,,3353741,,3353647.92,4,800,,,,
break_continue,html.Screen,9_196_2,2023-11-13T15:55:16.447Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3353741.5,3353741.4,,3353741.3,,3353647.92,4,800,,,,
sequence,flow.Sequence,9_196,2023-11-13T15:55:16.447Z,,,,,,,,5898.24,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3353741.6,3353741.4,3347826.263,3347935.4,3347843.16,3353647.92,4,800,,,,
trial,html.Screen,9_197_0,2023-11-13T15:55:20.969Z,,1,-0.004877162,0.052352446,,TRUE,lh,4615.98,response,-0.552550763,0.488420763,-0.470595905,0.267570174,0.389713769,-0.447990908,low,high,ISIC_0010379.JPG,8,ISIC_7702857.JPG,334,FALSE,lh,keypress(e),0,FALSE,3358264,3358263.9,3353631.434,3353741.7,3353647.92,3358184.917,4,800,198,,,
break,html.Screen,9_197_1,2023-11-13T15:55:20.970Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3358264.5,3358264.3,,3358264.1,,3358184.917,4,800,,,,
break_continue,html.Screen,9_197_2,2023-11-13T15:55:20.970Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3358264.7,3358264.6,,3358264.5,,3358184.917,4,800,,,,
sequence,flow.Sequence,9_197,2023-11-13T15:55:20.970Z,,,,,,,,4616.68,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3358264.7,3358264.6,3353631.434,3353741.7,3353647.92,3358184.917,4,800,,,,
trial,html.Screen,9_198_0,2023-11-13T15:55:29.978Z,,1,-0.023387178,0.040260608,,,,9024.315,timeout,0.590246747,0.488420763,-0.470595905,-0.591928765,0.389713769,-0.447990908,high,low,ISIC_0024401.JPG,8,ISIC_0024512.JPG,294,FALSE,,,0,FALSE,3367273.2,3367272.7,3358151.859,3358264.8,3358184.917,3367209.232,4,800,199,,,
break,html.Screen,9_198_1,2023-11-13T15:55:29.980Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3367274.4,3367274.1,,3367273.6,,3367209.232,4,800,,,,
break_continue,html.Screen,9_198_2,2023-11-13T15:55:29.981Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3367275.5,3367275,,3367274.8,,3367209.232,4,800,,,,
sequence,flow.Sequence,9_198,2023-11-13T15:55:29.981Z,,,,,,,,9090.083,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3367275.8,3367275,3358151.859,3358264.8,3358184.917,3367209.232,4,800,,,,
trial,html.Screen,9_199_0,2023-11-13T15:55:34.542Z,,1,0.040474773,-0.00011068,,FALSE,lh,4626.968,response,-0.619339353,0.488420763,-0.470595905,0.531385551,0.389713769,-0.447990908,low,high,ISIC_5706192.JPG,8,ISIC_0032232.JPG,334,FALSE,hl,keypress(j),0,FALSE,3371836.6,3371836.2,3367192.343,3367276.1,3367209.232,3371746.175,4,800,200,,,
break,html.Screen,9_199_1,2023-11-13T15:55:44.524Z,,,,,,,,9991.839,timeout,,,,,,,low,high,,,,,FALSE,,,,FALSE,3381818.6,3381721.394,3371729.26,3371837,3371746.175,3381738.014,4,800,,,,
break_continue,html.Screen,9_199_2,2023-11-13T15:55:58.306Z,,,,,,,,13838.586,response,,,,,,,low,high,,,,,FALSE,continue,keypress(Space),,FALSE,3395601.5,3395576.6,3381721.394,3381818.8,3381738.014,3395515.882,4,800,,,,
sequence,flow.Sequence,9_199,2023-11-13T15:55:58.306Z,,,,,,,,28367.368,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3395601.7,3395576.6,3367192.343,3367276,3367209.232,3395515.882,4,800,,,,
trial,html.Screen,9_200_0,2023-11-13T15:56:07.309Z,,2,0.002181077,0.007767338,,,,9024.072,timeout,-0.36946551,0.488420763,-0.470595905,0.338073017,0.389713769,-0.447990908,low,high,ISIC_0067621.JPG,8,ISIC_4552230.JPG,334,FALSE,,,0,FALSE,3404604.2,3404603.8,3395498.881,3395601.7,3395515.882,3404539.954,4,800,1,,,
break,html.Screen,9_200_1,2023-11-13T15:56:07.310Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3404605.6,3404605.2,,3404604.7,,3404539.954,4,800,,,,
break_continue,html.Screen,9_200_2,2023-11-13T15:56:07.311Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3404606.7,3404606.1,,3404605.9,,3404539.954,4,800,,,,
sequence,flow.Sequence,9_200,2023-11-13T15:56:07.312Z,,,,,,,,9090.218,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3404607.1,3404606.1,3395498.881,3395601.7,3395515.882,3404539.954,4,800,,,,
trial,html.Screen,9_201_0,2023-11-13T15:56:11.213Z,,2,-0.05944753,0.020337401,,FALSE,hh,3967.746,response,0.337286718,0.488420763,-0.470595905,0.521626577,0.389713769,-0.447990908,high,high,ISIC_0028579.JPG,9,ISIC_9568138.JPG,381,FALSE,hl,keypress(j),0,FALSE,3408508.2,3408507.7,3404523.307,3404607.3,3404539.954,3408426.749,4,800,2,,,
break,html.Screen,9_201_1,2023-11-13T15:56:11.214Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3408509.5,3408509.1,,3408508.6,,3408426.749,4,800,,,,
break_continue,html.Screen,9_201_2,2023-11-13T15:56:11.215Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3408510.5,3408510.2,,3408509.8,,3408426.749,4,800,,,,
sequence,flow.Sequence,9_201,2023-11-13T15:56:11.215Z,,,,,,,,3970.246,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3408510.9,3408510.2,3404523.307,3404607.2,3404539.954,3408426.749,4,800,,,,
trial,html.Screen,9_202_0,2023-11-13T15:56:16.089Z,,2,-0.053529654,0.008552098,,TRUE,hh,4957.351,response,0.306377324,0.488420763,-0.470595905,0.2937206,0.389713769,-0.447990908,high,high,ISIC_0758797.JPG,9,ISIC_0062234.JPG,381,FALSE,hh,keypress(i),0,FALSE,3413384.2,3413384.1,3408409.872,3408511.2,3408426.749,3413297.16,4,800,3,,,
break,html.Screen,9_202_1,2023-11-13T15:56:16.089Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3413384.4,3413384.4,,3413384.3,,3413297.16,4,800,,,,
break_continue,html.Screen,9_202_2,2023-11-13T15:56:16.089Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3413384.5,3413384.5,,3413384.5,,3413297.16,4,800,,,,
sequence,flow.Sequence,9_202,2023-11-13T15:56:16.089Z,,,,,,,,4957.751,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3413384.7,3413384.5,3408409.872,3408511,3408426.749,3413297.16,4,800,,,,
trial,html.Screen,9_203_0,2023-11-13T15:56:19.901Z,,2,0.063800094,0.065878517,,FALSE,lh,3898.84,response,-0.563116552,0.488420763,-0.470595905,0.213164964,0.389713769,-0.447990908,low,high,ISIC_0626501.JPG,9,ISIC_0024650.JPG,334,FALSE,hh,keypress(i),0,FALSE,3417196.4,3417196,3413280.476,3413384.7,3413297.16,3417117.378,4,800,4,,,
break,html.Screen,9_203_1,2023-11-13T15:56:19.902Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3417197.8,3417197.5,,3417196.9,,3417117.378,4,800,,,,
break_continue,html.Screen,9_203_2,2023-11-13T15:56:19.903Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3417198.1,3417198,,3417197.9,,3417117.378,4,800,,,,
sequence,flow.Sequence,9_203,2023-11-13T15:56:19.903Z,,,,,,,,3900.84,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3417198.2,3417198,3413280.476,3413384.7,3413297.16,3417117.378,4,800,,,,
trial,html.Screen,9_204_0,2023-11-13T15:56:28.910Z,,2,-0.052390235,-0.019361072,,,,9023.787,timeout,-0.525781296,0.488420763,-0.470595905,0.502478252,0.389713769,-0.447990908,low,high,ISIC_4066726.JPG,9,ISIC_7351007.JPG,334,FALSE,,,0,FALSE,3426205.1,3426204.7,3417100.12,3417198.3,3417117.378,3426141.165,4,800,5,,,
break,html.Screen,9_204_1,2023-11-13T15:56:28.911Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3426206.4,3426206.2,,3426205.6,,3426141.165,4,800,,,,
break_continue,html.Screen,9_204_2,2023-11-13T15:56:28.912Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,3426207.4,3426207,,3426206.6,,3426141.165,4,800,,,,
sequence,flow.Sequence,9_204,2023-11-13T15:56:28.912Z,,,,,,,,9089.622,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,3426207.6,3426207,3417100.12,3417198.2,3417117.378,3426141.165,4,800,,,,
trial,html.Screen,9_205_0,2023-11-13T15:56:37.934Z,,2,0.048276803,-0.074476786,,,,9024.198,timeout,0.619458641,0.488420763,-0.470595905,0.27338334,0.389713769,-0.447990908,high,high,ISIC_0011482.JPG,4,ISIC_5580000.JPG,381,FALSE,,,0,FALSE,3435229.4,3435228.8,3426124.455,3426207.9,3426141.165,3435165.363,4,800,6,,,
break,html.Screen,9_205_1,2023-11-13T15:56:37.935Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3435230.9,3435230.5,,3435229.9,,3435165.363,4,800,,,,
break_continue,html.Screen,9_205_2,2023-11-13T15:56:37.937Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3435232.1,3435231.6,,3435231.2,,3435165.363,4,800,,,,
sequence,flow.Sequence,9_205,2023-11-13T15:56:37.937Z,,,,,,,,9090.435,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,3435232.5,3435231.6,3426124.455,3426207.8,3426141.165,3435165.363,4,800,,,,
trial,html.Screen,9_206_0,2023-11-13T15:56:41.421Z,,2,0.073617867,-0.0029979,,FALSE,ll,3550.937,response,-0.28998724,0.488420763,-0.470595905,-0.346331912,0.389713769,-0.447990908,low,low,ISIC_9745038.JPG,3,ISIC_0066366.JPG,470,FALSE,hl,keypress(j),0,FALSE,3438716.7,3438716.3,3435148.669,3435232.8,3435165.363,3438635.112,4,800,7,,,
break,html.Screen,9_206_1,2023-11-13T15:56:41.423Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3438718.2,3438717.7,,3438717.2,,3438635.112,4,800,,,,
break_continue,html.Screen,9_206_2,2023-11-13T15:56:41.424Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3438719,3438718.7,,3438718.4,,3438635.112,4,800,,,,
sequence,flow.Sequence,9_206,2023-11-13T15:56:41.424Z,,,,,,,,3553.337,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3438719.3,3438718.7,3435148.669,3435232.7,3435165.363,3438635.112,4,800,,,,
trial,html.Screen,9_207_0,2023-11-13T15:56:44.713Z,,2,0.013411804,0.055551189,,FALSE,hl,3372.888,response,0.372274106,0.488420763,-0.470595905,-0.463806874,0.389713769,-0.447990908,high,low,ISIC_2228511.JPG,8,ISIC_0010081.JPG,294,FALSE,hh,keypress(i),0,FALSE,3442008.1,3442008,3438618.314,3438719.5,3438635.112,3441921.119,4,800,8,,,
break,html.Screen,9_207_1,2023-11-13T15:56:44.713Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3442008.5,3442008.4,,3442008.2,,3441921.119,4,800,,,,
break_continue,html.Screen,9_207_2,2023-11-13T15:56:44.713Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3442008.7,3442008.6,,3442008.6,,3441921.119,4,800,,,,
sequence,flow.Sequence,9_207,2023-11-13T15:56:44.713Z,,,,,,,,3373.488,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3442008.9,3442008.6,3438618.314,3438719.4,3438635.112,3441921.119,4,800,,,,
trial,html.Screen,9_208_0,2023-11-13T15:56:49.769Z,,2,-0.0185002,0.005791476,,FALSE,ll,5142.881,response,-0.300697245,0.488420763,-0.470595905,-0.328235814,0.389713769,-0.447990908,low,low,ISIC_0058723.JPG,9,ISIC_0801281.JPG,470,FALSE,hh,keypress(i),0,FALSE,3447064.1,3447064,3441904.253,3442008.9,3441921.119,3446975.344,4,800,9,,,
break,html.Screen,9_208_1,2023-11-13T15:56:49.769Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3447064.5,3447064.4,,3447064.2,,3446975.344,4,800,,,,
break_continue,html.Screen,9_208_2,2023-11-13T15:56:49.769Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3447064.7,3447064.6,,3447064.5,,3446975.344,4,800,,,,
sequence,flow.Sequence,9_208,2023-11-13T15:56:49.769Z,,,,,,,,5143.481,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3447064.8,3447064.6,3441904.253,3442008.9,3441921.119,3446975.344,4,800,,,,
trial,html.Screen,9_209_0,2023-11-13T15:56:52.749Z,,2,0.033435718,-0.065852444,,FALSE,ll,3068.756,response,-0.570447232,0.488420763,-0.470595905,-0.357556945,0.389713769,-0.447990908,low,low,ISIC_8015541.JPG,8,ISIC_3239813.JPG,470,FALSE,lh,keypress(e),0,FALSE,3450044.5,3450044.1,3446958.415,3447064.9,3446975.344,3449961.017,4,800,10,,,
break,html.Screen,9_209_1,2023-11-13T15:56:52.751Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3450046,3450045.6,,3450044.9,,3449961.017,4,800,,,,
break_continue,html.Screen,9_209_2,2023-11-13T15:56:52.751Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3450047,3450046.6,,3450046.3,,3449961.017,4,800,,,,
sequence,flow.Sequence,9_209,2023-11-13T15:56:52.752Z,,,,,,,,3071.256,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3450047.3,3450046.6,3446958.415,3447064.8,3446975.344,3449961.017,4,800,,,,
trial,html.Screen,9_210_0,2023-11-13T15:57:01.754Z,,2,-0.022762665,0.037779184,,,,9024.128,timeout,0.578027211,0.488420763,-0.470595905,-0.330172124,0.389713769,-0.447990908,high,low,ISIC_7167479.JPG,9,ISIC_0062547.JPG,294,FALSE,,,0,FALSE,3459049,3459048.5,3449944.438,3450047.5,3449961.017,3458985.145,4,800,11,,,
break,html.Screen,9_210_1,2023-11-13T15:57:01.755Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3459050.4,3459050,,3459049.4,,3458985.145,4,800,,,,
break_continue,html.Screen,9_210_2,2023-11-13T15:57:01.756Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3459051.3,3459051,,3459050.6,,3458985.145,4,800,,,,
sequence,flow.Sequence,9_210,2023-11-13T15:57:01.757Z,,,,,,,,9089.983,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3459051.7,3459051,3449944.438,3450047.4,3449961.017,3458985.145,4,800,,,,
trial,html.Screen,9_211_0,2023-11-13T15:57:06.157Z,,2,0.042351607,0.074214936,,FALSE,ll,4466.855,response,-0.276211949,0.488420763,-0.470595905,-0.555315195,0.389713769,-0.447990908,low,low,ISIC_0011483.JPG,8,ISIC_3573969.JPG,470,FALSE,lh,keypress(e),0,FALSE,3463452.4,3463452,3458968.264,3459052,3458985.145,3463371.94,4,800,12,,,
break,html.Screen,9_211_1,2023-11-13T15:57:06.159Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3463453.8,3463453.4,,3463452.8,,3463371.94,4,800,,,,
break_continue,html.Screen,9_211_2,2023-11-13T15:57:06.160Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,3463454.7,3463454.3,,3463454,,3463371.94,4,800,,,,
sequence,flow.Sequence,9_211,2023-11-13T15:57:06.160Z,,,,,,,,4469.155,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,3463455.1,3463454.3,3458968.264,3459051.9,3458985.145,3463371.94,4,800,,,,
trial,html.Screen,9_212_0,2023-11-13T15:57:11.388Z,,2,0.013411804,0.055551189,,FALSE,hl,5310.46,response,0.35006417,0.488420763,-0.470595905,-0.394325763,0.389713769,-0.447990908,high,low,ISIC_2228511.JPG,9,ISIC_3757004.JPG,294,FALSE,hh,keypress(i),0,FALSE,3468682.8,3468682.4,3463355.155,3463455.3,3463371.94,3468593.087,4,800,13,,,
break,html.Screen,9_212_1,2023-11-13T15:57:11.389Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3468684,3468683.6,,3468683.1,,3468593.087,4,800,,,,
break_continue,html.Screen,9_212_2,2023-11-13T15:57:11.390Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3468684.8,3468684.5,,3468684.2,,3468593.087,4,800,,,,
sequence,flow.Sequence,9_212,2023-11-13T15:57:11.390Z,,,,,,,,5312.56,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3468685.2,3468684.5,3463355.155,3463455.2,3463371.94,3468593.087,4,800,,,,
trial,html.Screen,9_213_0,2023-11-13T15:57:15.838Z,,2,0.040474773,-0.00011068,,TRUE,hl,4539.213,response,0.560242715,0.488420763,-0.470595905,-0.579898198,0.389713769,-0.447990908,high,low,ISIC_5706192.JPG,8,ISIC_6983970.JPG,294,FALSE,hl,keypress(j),0,FALSE,3473132.7,3473132.3,3468576.306,3468685.4,3468593.087,3473046.612,4,800,14,,,
break,html.Screen,9_213_1,2023-11-13T15:57:15.839Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3473134.2,3473133.8,,3473133.2,,3473046.612,4,800,,,,
break_continue,html.Screen,9_213_2,2023-11-13T15:57:15.840Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,3473134.8,3473134.7,,3473134.4,,3473046.612,4,800,,,,
sequence,flow.Sequence,9_213,2023-11-13T15:57:15.840Z,,,,,,,,4541.613,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,3473134.9,3473134.7,3468576.306,3468685.4,3468593.087,3473046.612,4,800,,,,
trial,html.Screen,9_214_0,2023-11-13T15:57:21.310Z,,2,-0.022222353,0.06682017,,FALSE,hh,5557.488,response,0.316696756,0.488420763,-0.470595905,0.203712254,0.389713769,-0.447990908,high,high,ISIC_8321148.JPG,9,ISIC_0033568.JPG,381,FALSE,hl,keypress(j),0,FALSE,3478604.5,3478604.1,3473030.189,3473135,3473046.612,3478534.773,4,800,15,,,
break,html.Screen,9_214_1,2023-11-13T15:57:21.311Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,3478605.7,3478605.5,,3478604.9,,3478534.773,4,800,,,,
