sender,sender_type,sender_id,timestamp,meta,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,age,gender
break,html.Screen,9_53_1,2023-11-13T15:39:54.206Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2431499.8,2431499.4,,2431498.9,,2431418.668,4,800,,,,
break_continue,html.Screen,9_53_2,2023-11-13T15:39:54.207Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2431500.8,2431500.5,,2431500.1,,2431418.668,4,800,,,,
sequence,flow.Sequence,9_53,2023-11-13T15:39:54.207Z,,,,,,,,5052.841,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,2431501.3,2431500.5,2426430.831,2426541.3,2426447.659,2431418.668,4,800,,,,
trial,html.Screen,9_54_0,2023-11-13T15:39:58.156Z,,1,-0.005813188,0.056002149,,FALSE,hh,4031.232,response,0.559425474,0.488420763,-0.470595905,0.343332268,0.389713769,-0.447990908,high,high,ISIC_0000077.JPG,9,ISIC_0034253.JPG,381,FALSE,lh,keypress(e),0,FALSE,2435450.3,2435449.9,2431401.93,2431501.3,2431418.668,2435371.93,4,800,55,,,
break,html.Screen,9_54_1,2023-11-13T15:39:58.158Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2435451.7,2435451.3,,2435450.7,,2435371.93,4,800,,,,
break_continue,html.Screen,9_54_2,2023-11-13T15:39:58.159Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2435452.7,2435452.3,,2435452,,2435371.93,4,800,,,,
sequence,flow.Sequence,9_54,2023-11-13T15:39:58.159Z,,,,,,,,4033.632,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,2435453,2435452.3,2431401.93,2431501.3,2431418.668,2435371.93,4,800,,,,
trial,html.Screen,9_55_0,2023-11-13T15:40:07.166Z,,1,-0.023387178,0.040260608,,,,9023.893,timeout,-0.495705406,0.488420763,-0.470595905,0.509102268,0.389713769,-0.447990908,low,high,ISIC_0024401.JPG,9,ISIC_5932383.JPG,334,FALSE,,,0,FALSE,2444459.7,2444459.2,2435355.165,2435453.2,2435371.93,2444395.823,4,800,56,,,
break,html.Screen,9_55_1,2023-11-13T15:40:07.167Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2444461.1,2444460.7,,2444460.2,,2444395.823,4,800,,,,
break_continue,html.Screen,9_55_2,2023-11-13T15:40:07.168Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2444462,2444461.6,,2444461.4,,2444395.823,4,800,,,,
sequence,flow.Sequence,9_55,2023-11-13T15:40:07.169Z,,,,,,,,9089.67,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,2444462.4,2444461.6,2435355.165,2435453.1,2435371.93,2444395.823,4,800,,,,
trial,html.Screen,9_56_0,2023-11-13T15:40:15.465Z,,1,0.017775179,0.039938182,,TRUE,lh,8363.177,response,-0.531020876,0.488420763,-0.470595905,0.520945386,0.389713769,-0.447990908,low,high,ISIC_3981425.JPG,10,ISIC_0031079.JPG,334,FALSE,lh,keypress(e),0,FALSE,2452759.1,2452759,2444379.157,2444462.7,2444395.823,2452669.268,4,800,57,,,
break,html.Screen,9_56_1,2023-11-13T15:40:15.466Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2452759.5,2452759.4,,2452759.3,,2452669.268,4,800,,,,
break_continue,html.Screen,9_56_2,2023-11-13T15:40:15.466Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2452759.7,2452759.6,,2452759.6,,2452669.268,4,800,,,,
sequence,flow.Sequence,9_56,2023-11-13T15:40:15.466Z,,,,,,,,8363.777,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,2452759.8,2452759.6,2444379.157,2444462.6,2444395.823,2452669.268,4,800,,,,
trial,html.Screen,9_57_0,2023-11-13T15:40:20.428Z,,1,-0.023387178,0.040260608,,FALSE,hh,5052.032,response,0.42258651,0.488420763,-0.470595905,0.268013161,0.389713769,-0.447990908,high,high,ISIC_0024401.JPG,8,ISIC_0024313.JPG,381,FALSE,hl,keypress(j),0,FALSE,2457721.7,2457721.3,2452652.296,2452759.9,2452669.268,2457640.092,4,800,58,,,
break,html.Screen,9_57_1,2023-11-13T15:40:20.429Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2457723.1,2457722.6,,2457722.2,,2457640.092,4,800,,,,
break_continue,html.Screen,9_57_2,2023-11-13T15:40:20.430Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2457724.2,2457723.8,,2457723.5,,2457640.092,4,800,,,,
sequence,flow.Sequence,9_57,2023-11-13T15:40:20.431Z,,,,,,,,5054.532,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,2457724.4,2457723.8,2452652.296,2452759.9,2452669.268,2457640.092,4,800,,,,
trial,html.Screen,9_58_0,2023-11-13T15:40:24.940Z,,1,-0.004009645,0.012810674,,FALSE,hl,4593.608,response,0.627961455,0.488420763,-0.470595905,-0.416780076,0.389713769,-0.447990908,high,low,ISIC_0064656.JPG,9,ISIC_4453506.JPG,294,FALSE,hh,keypress(i),0,FALSE,2462234.1,2462233.7,2457623.371,2457724.7,2457640.092,2462143.831,4,800,59,,,
break,html.Screen,9_58_1,2023-11-13T15:40:24.942Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2462235.9,2462235.3,,2462234.6,,2462143.831,4,800,,,,
break_continue,html.Screen,9_58_2,2023-11-13T15:40:24.943Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2462237,2462236.5,,2462236.2,,2462143.831,4,800,,,,
sequence,flow.Sequence,9_58,2023-11-13T15:40:24.944Z,,,,,,,,4596.408,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,2462237.4,2462236.5,2457623.371,2457724.6,2457640.092,2462143.831,4,800,,,,
trial,html.Screen,9_59_0,2023-11-13T15:40:33.938Z,,1,0.005690837,-0.032777262,,,,9024.075,timeout,-0.445924983,0.488420763,-0.470595905,0.388456235,0.389713769,-0.447990908,low,high,ISIC_7897925.JPG,8,ISIC_6761269.JPG,334,FALSE,,,0,FALSE,2471232,2471231.7,2462127.242,2462237.6,2462143.831,2471167.906,4,800,60,,,
break,html.Screen,9_59_1,2023-11-13T15:40:33.939Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2471233.2,2471232.9,,2471232.7,,2471167.906,4,800,,,,
break_continue,html.Screen,9_59_2,2023-11-13T15:40:33.940Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2471233.8,2471233.6,,2471233.4,,2471167.906,4,800,,,,
sequence,flow.Sequence,9_59,2023-11-13T15:40:33.940Z,,,,,,,,9089.769,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,2471234,2471233.6,2462127.242,2462237.5,2462143.831,2471167.906,4,800,,,,
trial,html.Screen,9_60_0,2023-11-13T15:40:39.420Z,,1,0.016661785,0.03506975,,TRUE,hh,5545.594,response,0.409100269,0.488420763,-0.470595905,0.410084933,0.389713769,-0.447990908,high,high,ISIC_0024423.JPG,9,ISIC_0067830.JPG,381,FALSE,hh,keypress(i),0,FALSE,2476713.9,2476713.5,2471151.199,2471234.1,2471167.906,2476622.423,4,800,61,,,
break,html.Screen,9_60_1,2023-11-13T15:40:39.422Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2476715.4,2476715,,2476714.4,,2476622.423,4,800,,,,
break_continue,html.Screen,9_60_2,2023-11-13T15:40:39.423Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2476716.3,2476716,,2476715.7,,2476622.423,4,800,,,,
sequence,flow.Sequence,9_60,2023-11-13T15:40:39.423Z,,,,,,,,5548.094,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,2476716.8,2476716,2471151.199,2471234.1,2471167.906,2476622.423,4,800,,,,
trial,html.Screen,9_61_0,2023-11-13T15:40:44.605Z,,1,0.013891148,0.070074597,,FALSE,lh,5275.577,response,-0.654370725,0.488420763,-0.470595905,0.36136729,0.389713769,-0.447990908,low,high,ISIC_0054663.JPG,9,ISIC_8160596.JPG,334,FALSE,hl,keypress(j),0,FALSE,2481898.5,2481898,2476605.93,2476717,2476622.423,2481810.063,4,800,62,,,
break,html.Screen,9_61_1,2023-11-13T15:40:44.606Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2481900.1,2481899.6,,2481899,,2481810.063,4,800,,,,
break_continue,html.Screen,9_61_2,2023-11-13T15:40:44.607Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2481901.3,2481900.8,,2481900.4,,2481810.063,4,800,,,,
sequence,flow.Sequence,9_61,2023-11-13T15:40:44.608Z,,,,,,,,5278.377,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,2481901.6,2481900.8,2476605.93,2476717,2476622.423,2481810.063,4,800,,,,
trial,html.Screen,9_62_0,2023-11-13T15:40:49.932Z,,1,0.022934414,-0.048836567,,FALSE,hh,5415.737,response,0.309298715,0.488420763,-0.470595905,0.36951158,0.389713769,-0.447990908,high,high,ISIC_0056915.JPG,9,ISIC_0070217.JPG,381,FALSE,ll,keypress(f),0,FALSE,2487226.3,2487225.8,2481793.354,2481902.2,2481810.063,2487148.103,4,800,63,,,
break,html.Screen,9_62_1,2023-11-13T15:40:49.934Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2487227.9,2487227.3,,2487226.7,,2487148.103,4,800,,,,
break_continue,html.Screen,9_62_2,2023-11-13T15:40:49.935Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2487229,2487228.5,,2487228.2,,2487148.103,4,800,,,,
sequence,flow.Sequence,9_62,2023-11-13T15:40:49.936Z,,,,,,,,5418.437,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,2487229.3,2487228.5,2481793.354,2481902.1,2481810.063,2487148.103,4,800,,,,
trial,html.Screen,9_63_0,2023-11-13T15:40:58.942Z,,1,-0.074433472,-0.029617995,,,,9023.85,timeout,0.322855441,0.488420763,-0.470595905,-0.34090674,0.389713769,-0.447990908,high,low,ISIC_0026982.JPG,8,ISIC_1874480.JPG,294,FALSE,,,0,FALSE,2496236.2,2496235.6,2487131.227,2487229.6,2487148.103,2496171.953,4,800,64,,,
break,html.Screen,9_63_1,2023-11-13T15:40:58.944Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2496237.6,2496237.2,,2496236.7,,2496171.953,4,800,,,,
break_continue,html.Screen,9_63_2,2023-11-13T15:40:58.945Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2496238.7,2496238.2,,2496237.9,,2496171.953,4,800,,,,
sequence,flow.Sequence,9_63,2023-11-13T15:40:58.945Z,,,,,,,,9090.097,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,2496239.1,2496238.2,2487131.227,2487229.5,2487148.103,2496171.953,4,800,,,,
trial,html.Screen,9_64_0,2023-11-13T15:41:05.529Z,,1,-0.009233203,-0.068318567,,TRUE,hl,6650.547,response,0.443259173,0.488420763,-0.470595905,-0.54805199,0.389713769,-0.447990908,high,low,ISIC_3652847.JPG,8,ISIC_0025127.JPG,294,FALSE,hl,keypress(j),0,FALSE,2502822.6,2502822.5,2496155.46,2496239.4,2496171.953,2502745.124,4,800,65,,,
break,html.Screen,9_64_1,2023-11-13T15:41:05.529Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2502822.9,2502822.8,,2502822.7,,2502745.124,4,800,,,,
break_continue,html.Screen,9_64_2,2023-11-13T15:41:05.529Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2502823,2502822.9,,2502822.9,,2502745.124,4,800,,,,
sequence,flow.Sequence,9_64,2023-11-13T15:41:05.529Z,,,,,,,,6650.947,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,2502823.1,2502822.9,2496155.46,2496239.3,2496171.953,2502745.124,4,800,,,,
trial,html.Screen,9_65_0,2023-11-13T15:41:11.180Z,,1,0.003962667,0.040352316,,FALSE,ll,5728.676,response,-0.501075162,0.488420763,-0.470595905,-0.414407021,0.389713769,-0.447990908,low,low,ISIC_3018550.JPG,9,ISIC_1226440.JPG,470,FALSE,lh,keypress(e),0,FALSE,2508474.3,2508473.8,2502710.806,2502823.1,2502745.124,2508382.112,4,800,66,,,
break,html.Screen,9_65_1,2023-11-13T15:41:11.182Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,2508475.8,2508475.3,,2508474.7,,2508382.112,4,800,,,,
break_continue,html.Screen,9_65_2,2023-11-13T15:41:11.183Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,2508476.8,2508476.4,,2508476.2,,2508382.112,4,800,,,,
sequence,flow.Sequence,9_65,2023-11-13T15:41:11.183Z,,,,,,,,5731.276,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,2508477.2,2508476.4,2502710.806,2502823.1,2502745.124,2508382.112,4,800,,,,
trial,html.Screen,9_66_0,2023-11-13T15:41:14.285Z,,1,-0.023387178,0.040260608,,FALSE,hl,3195.988,response,0.491216703,0.488420763,-0.470595905,-0.283559631,0.389713769,-0.447990908,high,low,ISIC_0024401.JPG,9,ISIC_7621389.JPG,294,FALSE,hh,keypress(i),0,FALSE,2511578.6,2511578.1,2508365.627,2508477.5,2508382.112,2511502.183,4,800,67,,,
break,html.Screen,9_66_1,2023-11-13T15:41:14.286Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2511580.1,2511579.6,,2511579,,2511502.183,4,800,,,,
break_continue,html.Screen,9_66_2,2023-11-13T15:41:14.287Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2511581.3,2511580.9,,2511580.5,,2511502.183,4,800,,,,
sequence,flow.Sequence,9_66,2023-11-13T15:41:14.288Z,,,,,,,,3198.788,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,2511581.7,2511580.9,2508365.627,2508477.5,2508382.112,2511502.183,4,800,,,,
trial,html.Screen,9_67_0,2023-11-13T15:41:23.295Z,,1,0.010071172,-0.010035581,,,,9023.172,timeout,-0.616571901,0.488420763,-0.470595905,-0.469658175,0.389713769,-0.447990908,low,low,ISIC_0030592.JPG,8,ISIC_3503213.JPG,470,FALSE,,,0,FALSE,2520589.2,2520588.7,2511468.161,2511582,2511502.183,2520525.355,4,800,68,,,
break,html.Screen,9_67_1,2023-11-13T15:41:23.296Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,2520590.1,2520589.9,,2520589.7,,2520525.355,4,800,,,,
break_continue,html.Screen,9_67_2,2023-11-13T15:41:23.297Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,2520590.5,2520590.4,,2520590.2,,2520525.355,4,800,,,,
sequence,flow.Sequence,9_67,2023-11-13T15:41:23.297Z,,,,,,,,9088.217,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,2520590.7,2520590.4,2511468.161,2511582,2511502.183,2520525.355,4,800,,,,
trial,html.Screen,9_68_0,2023-11-13T15:41:30.685Z,,1,0.023131623,-0.050018284,,FALSE,hh,7453.145,response,0.521533439,0.488420763,-0.470595905,0.348704877,0.389713769,-0.447990908,high,high,ISIC_2246150.JPG,9,ISIC_0054963.JPG,381,FALSE,hl,keypress(j),0,FALSE,2527978.9,2527978.5,2520508.705,2520590.8,2520525.355,2527898.47,4,800,69,,,
break,html.Screen,9_68_1,2023-11-13T15:41:30.686Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2527980.2,2527979.9,,2527979.3,,2527898.47,4,800,,,,
break_continue,html.Screen,9_68_2,2023-11-13T15:41:30.687Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2527981,2527980.7,,2527980.5,,2527898.47,4,800,,,,
sequence,flow.Sequence,9_68,2023-11-13T15:41:30.687Z,,,,,,,,7455.345,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,2527981.2,2527980.7,2520508.705,2520590.7,2520525.355,2527898.47,4,800,,,,
trial,html.Screen,9_69_0,2023-11-13T15:41:35.580Z,,1,0.031530894,-0.012732082,,FALSE,ll,4975.43,response,-0.546236254,0.488420763,-0.470595905,-0.422002508,0.389713769,-0.447990908,low,low,ISIC_8156101.JPG,9,ISIC_9933790.JPG,470,FALSE,lh,keypress(e),0,FALSE,2532874.3,2532873.9,2527881.305,2527981.4,2527898.47,2532785.523,4,800,70,,,
break,html.Screen,9_69_1,2023-11-13T15:41:35.582Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,2532875.8,2532875.3,,2532874.7,,2532785.523,4,800,,,,
break_continue,html.Screen,9_69_2,2023-11-13T15:41:35.583Z,,,,,,,,NaN,,,,,,,,low,low,,,,,FALSE,,,,FALSE,2532876.8,2532876.4,,2532876.1,,2532785.523,4,800,,,,
sequence,flow.Sequence,9_69,2023-11-13T15:41:35.583Z,,,,,,,,4977.93,completion,,,,,,,low,low,,,,,FALSE,,,,FALSE,2532877.1,2532876.4,2527881.305,2527981.4,2527898.47,2532785.523,4,800,,,,
trial,html.Screen,9_70_0,2023-11-13T15:41:44.397Z,,1,0.032829959,0.057231856,,FALSE,lh,8904.477,response,-0.578890145,0.488420763,-0.470595905,0.238304133,0.389713769,-0.447990908,low,high,ISIC_0397464.JPG,9,ISIC_0350472.JPG,334,FALSE,ll,keypress(f),0,FALSE,2541690.5,2541690,2532768.876,2532877.4,2532785.523,2541609.656,4,800,71,,,
break,html.Screen,9_70_1,2023-11-13T15:41:44.398Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2541691.9,2541691.5,,2541691,,2541609.656,4,800,,,,
break_continue,html.Screen,9_70_2,2023-11-13T15:41:44.399Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2541693.1,2541692.6,,2541692.3,,2541609.656,4,800,,,,
sequence,flow.Sequence,9_70,2023-11-13T15:41:44.400Z,,,,,,,,8907.077,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,2541693.5,2541692.6,2532768.876,2532877.3,2532785.523,2541609.656,4,800,,,,
trial,html.Screen,9_71_0,2023-11-13T15:41:50.141Z,,1,-0.004877162,0.052352446,,FALSE,hh,5824.644,response,0.412887718,0.488420763,-0.470595905,0.296500099,0.389713769,-0.447990908,high,high,ISIC_0010379.JPG,9,ISIC_0011127.JPG,381,FALSE,ll,keypress(f),0,FALSE,2547434.6,2547434.3,2541593.137,2541693.7,2541609.656,2547347.591,4,800,72,,,
break,html.Screen,9_71_1,2023-11-13T15:41:50.142Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2547436.2,2547435.8,,2547435.2,,2547347.591,4,800,,,,
break_continue,html.Screen,9_71_2,2023-11-13T15:41:50.143Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2547437.4,2547436.9,,2547436.6,,2547347.591,4,800,,,,
sequence,flow.Sequence,9_71,2023-11-13T15:41:50.144Z,,,,,,,,5827.244,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,2547437.8,2547436.9,2541593.137,2541693.6,2541609.656,2547347.591,4,800,,,,
trial,html.Screen,9_72_0,2023-11-13T15:41:57.741Z,,1,0.017775179,0.039938182,,FALSE,lh,7686.409,response,-0.534573101,0.488420763,-0.470595905,0.342021538,0.389713769,-0.447990908,low,high,ISIC_3981425.JPG,8,ISIC_2177748.JPG,334,FALSE,hl,keypress(j),0,FALSE,2555034.5,2555034,2547330.92,2547437.9,2547347.591,2554953.97,4,800,73,,,
break,html.Screen,9_72_1,2023-11-13T15:41:57.742Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2555036,2555035.5,,2555034.9,,2554953.97,4,800,,,,
break_continue,html.Screen,9_72_2,2023-11-13T15:41:57.743Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2555037.1,2555036.6,,2555036.3,,2554953.97,4,800,,,,
sequence,flow.Sequence,9_72,2023-11-13T15:41:57.744Z,,,,,,,,7689.009,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,2555037.5,2555036.6,2547330.92,2547437.8,2547347.591,2554953.97,4,800,,,,
trial,html.Screen,9_73_0,2023-11-13T15:42:06.748Z,,1,0.049297905,0.036247274,,,,9024.34,timeout,-0.364482315,0.488420763,-0.470595905,0.47226669,0.389713769,-0.447990908,low,high,ISIC_5312584.JPG,9,ISIC_0031357.JPG,334,FALSE,,,0,FALSE,2564042.2,2564041.7,2554937.175,2555037.7,2554953.97,2563978.31,4,800,74,,,
break,html.Screen,9_73_1,2023-11-13T15:42:06.750Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2564043.6,2564043.2,,2564042.6,,2563978.31,4,800,,,,
break_continue,html.Screen,9_73_2,2023-11-13T15:42:06.751Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2564044.5,2564044.1,,2564043.8,,2563978.31,4,800,,,,
sequence,flow.Sequence,9_73,2023-11-13T15:42:06.751Z,,,,,,,,9090.13,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,2564044.8,2564044.1,2554937.175,2555037.7,2554953.97,2563978.31,4,800,,,,
trial,html.Screen,9_74_0,2023-11-13T15:42:11.821Z,,1,-0.064506809,-0.027717858,,FALSE,lh,5136.39,response,-0.308717313,0.488420763,-0.470595905,0.514637548,0.389713769,-0.447990908,low,high,ISIC_0010807.JPG,9,ISIC_0010280.JPG,334,FALSE,hh,keypress(i),0,FALSE,2569115.1,2569114.7,2563961.437,2564045.1,2563978.31,2569032.386,4,800,75,,,
break,html.Screen,9_74_1,2023-11-13T15:42:11.823Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2569116.8,2569116.3,,2569115.6,,2569032.386,4,800,,,,
break_continue,html.Screen,9_74_2,2023-11-13T15:42:11.824Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2569117.6,2569117.3,,2569117,,2569032.386,4,800,,,,
sequence,flow.Sequence,9_74,2023-11-13T15:42:11.824Z,,,,,,,,5138.99,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,2569117.9,2569117.3,2563961.437,2564045,2563978.31,2569032.386,4,800,,,,
trial,html.Screen,9_75_0,2023-11-13T15:42:19.229Z,,1,0.069636711,0.00407887,,FALSE,hl,7489.714,response,0.354084579,0.488420763,-0.470595905,-0.329176274,0.389713769,-0.447990908,high,low,ISIC_0066882.JPG,8,ISIC_9625295.JPG,294,FALSE,ll,keypress(f),0,FALSE,2576522.4,2576522.1,2569015.702,2569118.2,2569032.386,2576438.56,4,800,76,,,
break,html.Screen,9_75_1,2023-11-13T15:42:19.230Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2576523.9,2576523.5,,2576522.9,,2576438.56,4,800,,,,
break_continue,html.Screen,9_75_2,2023-11-13T15:42:19.231Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2576524.9,2576524.5,,2576524.2,,2576438.56,4,800,,,,
sequence,flow.Sequence,9_75,2023-11-13T15:42:19.231Z,,,,,,,,7492.114,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,2576525.2,2576524.5,2569015.702,2569118.1,2569032.386,2576438.56,4,800,,,,
trial,html.Screen,9_76_0,2023-11-13T15:42:27.501Z,,1,0.049888842,-0.036538119,,FALSE,hh,8355.84,response,0.29186281,0.488420763,-0.470595905,0.265323626,0.389713769,-0.447990908,high,high,ISIC_0682543.JPG,8,ISIC_2445765.JPG,381,FALSE,ll,keypress(f),0,FALSE,2584794.8,2584794.4,2576421.926,2576525.4,2576438.56,2584711.912,4,800,77,,,
break,html.Screen,9_76_1,2023-11-13T15:42:27.503Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2584796.5,2584796.1,,2584795.4,,2584711.912,4,800,,,,
break_continue,html.Screen,9_76_2,2023-11-13T15:42:27.504Z,,,,,,,,NaN,,,,,,,,high,high,,,,,FALSE,,,,FALSE,2584797.4,2584797,,2584796.7,,2584711.912,4,800,,,,
sequence,flow.Sequence,9_76,2023-11-13T15:42:27.504Z,,,,,,,,8358.44,completion,,,,,,,high,high,,,,,FALSE,,,,FALSE,2584797.7,2584797,2576421.926,2576525.3,2576438.56,2584711.912,4,800,,,,
trial,html.Screen,9_77_0,2023-11-13T15:42:35.869Z,,1,-0.005813188,0.056002149,,FALSE,lh,8450.188,response,-0.440160432,0.488420763,-0.470595905,0.254768833,0.389713769,-0.447990908,low,high,ISIC_0000077.JPG,10,ISIC_6774326.JPG,334,FALSE,hl,keypress(j),0,FALSE,2593162.5,2593162.1,2584695.228,2584797.9,2584711.912,2593068.812,4,800,78,,,
break,html.Screen,9_77_1,2023-11-13T15:42:35.870Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2593164.1,2593163.5,,2593162.9,,2593068.812,4,800,,,,
break_continue,html.Screen,9_77_2,2023-11-13T15:42:35.871Z,,,,,,,,NaN,,,,,,,,low,high,,,,,FALSE,,,,FALSE,2593165.2,2593164.8,,2593164.4,,2593068.812,4,800,,,,
sequence,flow.Sequence,9_77,2023-11-13T15:42:35.872Z,,,,,,,,8452.888,completion,,,,,,,low,high,,,,,FALSE,,,,FALSE,2593165.6,2593164.8,2584695.228,2584797.9,2584711.912,2593068.812,4,800,,,,
trial,html.Screen,9_78_0,2023-11-13T15:42:42.557Z,,1,0.032829959,0.057231856,,FALSE,hl,6781.488,response,0.338040346,0.488420763,-0.470595905,-0.274208714,0.389713769,-0.447990908,high,low,ISIC_0397464.JPG,10,ISIC_0069093.JPG,294,FALSE,lh,keypress(e),0,FALSE,2599850.9,2599850.3,2593052.155,2593165.8,2593068.812,2599757.678,4,800,79,,,
break,html.Screen,9_78_1,2023-11-13T15:42:42.559Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2599852.4,2599851.8,,2599851.3,,2599757.678,4,800,,,,
break_continue,html.Screen,9_78_2,2023-11-13T15:42:42.560Z,,,,,,,,NaN,,,,,,,,high,low,,,,,FALSE,,,,FALSE,2599853.4,2599853,,2599852.7,,2599757.678,4,800,,,,
sequence,flow.Sequence,9_78,2023-11-13T15:42:42.560Z,,,,,,,,6784.188,completion,,,,,,,high,low,,,,,FALSE,,,,FALSE,2599853.7,2599853,2593052.155,2593165.8,2593068.812,2599757.678,4,800,,,,
trial,html.Screen,9_79_0,2023-11-13T15:42:47.724Z,,1,0.03147527,0.070269713,,FALSE,hl,5259.722,response,0.450585793,0.488420763,-0.470595905,-0.55571336,0.389713769,-0.447990908,high,low,ISIC_0033881.JPG,9,ISIC_0056679.JPG,294,FALSE,lh,keypress(e),0,FALSE,2605017.6,2605017.4,2599741.043,2599853.9,2599757.678,2604928.53,4,800,80,,,
