sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-14T18:38:31.857Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,19980.905000000745,response,,,,,,,,,,,,,,,consent,click button,,,20757.800000000745,20749.300000000745,751.733,743.8000000007451,768.395,20751.712,,,,{}
Demography form,html.Form,1,2023-11-14T18:38:44.945Z,,,19,,,,,,,13094.488000001118,form submission,,,,,,,,,female,,,,,,,,,,33846.300000000745,33846.20000000112,20735.201,20758.10000000149,20751.712,33851.69,,,,
Welcome,html.Screen,2,2023-11-14T18:39:07.297Z,,,,,,,"[""asym"",""bor""]",,,22345.809999999998,response,,,,,,,,,,,,,,,continue,click button,,,56198,56197.5,33835.295,33846.40000000037,33851.69,56201.616,,,,
demo_instructions,html.Screen,3,2023-11-14T18:39:56.195Z,,,,,,,,,,48891.68400000074,response,,,,,,,,,,,,,,,continue,click button,,,105093.70000000112,105093.30000000075,56185.074,56198.20000000112,56201.616,105101.486,,,,
trial,html.Screen,4_0_0,2023-11-14T18:40:08.151Z,,,,0,1.0213365328004047,-1.088524359911891,,true,lh,11948.414000000368,response,-0.991282840649944,1.0499999999999998,-1.0499999999999998,0.9397921099839784,1.0499999999999998,-1.0499999999999998,low,high,,ISIC_5434229.JPG,,ISIC_0000463.JPG,21,true,lh,keypress(e),100,false,117050.30000000075,117049.90000000037,105084.955,105093.90000000037,105101.486,117068.234,1,16,1,
sequence,flow.Sequence,4_0,2023-11-14T18:40:08.152Z,,,,,,,,,,11948.414000000368,completion,,,,,,,low,high,,,,,,true,,,,false,117051,117049.90000000037,105084.955,105093.90000000037,105101.486,117068.234,1,16,,
trial,html.Screen,4_1_0,2023-11-14T18:40:17.522Z,,,,0,0.991146183030456,-0.9949639823722534,,true,lh,9352.266000000003,response,-1.2364994561934892,1.0499999999999998,-1.0499999999999998,0.9174173651516624,1.0499999999999998,-1.0499999999999998,low,high,,ISIC_6342224.JPG,,ISIC_3481133.JPG,21,true,lh,keypress(e),100,false,126421,126420.5,117051.501,117051.40000000037,117068.234,126451.476,1,16,2,
sequence,flow.Sequence,4_1,2023-11-14T18:40:17.523Z,,,,,,,,,,9352.266000000003,completion,,,,,,,low,high,,,,,,true,,,,false,126421.70000000112,126420.5,117051.501,117051.30000000075,117068.234,126451.476,1,16,,
trial,html.Screen,4_2_0,2023-11-14T18:40:30.239Z,,,,0,1.0213365328004047,-1.088524359911891,,true,lh,12685.624000001495,response,-0.9454713230140772,1.0499999999999998,-1.0499999999999998,0.9245167441969216,1.0499999999999998,-1.0499999999999998,low,high,,ISIC_5434229.JPG,,ISIC_9101055.JPG,21,true,lh,keypress(e),100,false,139137.5,139137.1000000015,126435.028,126422.10000000149,126451.476,139168.108,1,16,3,
sequence,flow.Sequence,4_2,2023-11-14T18:40:30.240Z,,,,,,,,,,12685.624000001495,completion,,,,,,,low,high,,,,,,true,,,,false,139138.5,139137.1000000015,126435.028,126421.90000000037,126451.476,139168.108,1,16,,
trial,html.Screen,4_3_0,2023-11-14T18:40:36.122Z,,,,0,0.8947611078712571,-0.8960964505004638,,true,lh,5852.391999999993,response,-0.8809306963311293,1.0499999999999998,-1.0499999999999998,0.8614910030038974,1.0499999999999998,-1.0499999999999998,low,high,,ISIC_6441128.JPG,,ISIC_0013731.JPG,21,true,lh,keypress(e),100,false,145021,145020.5,139151.533,139138.80000000075,139168.108,145051.428,1,16,4,
