pID,condition,block_no,trial_no,stimulus,response,correct,rt,age,gender
13,bc,1,1,lh,lh,TRUE,6402.778,19,male
13,bc,1,2,hl,ll,FALSE,5121.353,19,male
13,bc,1,3,hh,hl,FALSE,5872.668,19,male
13,bc,1,4,hh,hh,TRUE,4792.591,19,male
13,bc,1,5,hl,ll,FALSE,6942.025,19,male
13,bc,1,6,hl,hl,TRUE,6809.318,19,male
13,bc,1,7,ll,ll,TRUE,2401.931,19,male
13,bc,1,8,lh,lh,TRUE,4523.304,19,male
13,bc,1,9,lh,hh,FALSE,9252.062,19,male
13,bc,1,10,lh,hh,FALSE,7094.09,19,male
13,bc,1,11,lh,lh,TRUE,5019.288,19,male
13,bc,1,12,hl,ll,FALSE,5678.996,19,male
13,bc,1,13,ll,hl,FALSE,7118.692,19,male
13,bc,1,14,hh,lh,FALSE,4193.326,19,male
13,bc,1,15,hl,lh,FALSE,5927.772,19,male
13,bc,1,16,lh,ll,FALSE,6084.657,19,male
13,bc,1,17,hl,hl,TRUE,4917.079,19,male
13,bc,1,18,hh,lh,FALSE,9731.813,19,male
13,bc,1,19,lh,lh,TRUE,9722.327,19,male
13,bc,1,20,lh,ll,FALSE,6905.265,19,male
13,bc,1,21,hl,ll,FALSE,2462.666,19,male
13,bc,1,22,hl,ll,FALSE,9444.05,19,male
13,bc,1,23,hl,hh,FALSE,5405.792,19,male
13,bc,1,24,hh,hh,TRUE,3410.343,19,male
13,bc,1,25,lh,lh,TRUE,9432.14,19,male
13,bc,1,26,hl,hh,FALSE,2491.603,19,male
13,bc,1,27,hh,hh,TRUE,3665.272,19,male
13,bc,1,28,hl,hl,TRUE,11589.307,19,male
13,bc,1,29,hh,hh,TRUE,3340.4979999999996,19,male
13,bc,1,30,ll,ll,TRUE,3902.566,19,male
13,bc,1,31,ll,hl,FALSE,4432.714,19,male
13,bc,1,32,hh,lh,FALSE,7100.786,19,male
13,bc,1,33,lh,lh,TRUE,5017.919,19,male
13,bc,1,34,lh,lh,TRUE,4613.057,19,male
13,bc,1,35,ll,lh,FALSE,10849.871,19,male
13,bc,1,36,hh,hh,TRUE,4768.824,19,male
13,bc,1,37,hl,ll,FALSE,7527.017,19,male
13,bc,1,38,hl,hl,TRUE,11666.651,19,male
13,bc,1,39,hl,ll,FALSE,11710.194,19,male
13,bc,1,40,ll,ll,TRUE,5033.009,19,male
13,bc,1,41,hh,hh,TRUE,3900.4080000000004,19,male
13,bc,1,42,hl,ll,FALSE,6367.117,19,male
13,bc,1,43,hl,ll,FALSE,11121.985,19,male
