"n_participants","n_trials","n_players","sim_no","sp_rho","sp_p","rmse","connected","n_components","mu_dist","max_dist","e_density","diam","med_deg","min_deg","max_deg"
40,18000,60000,62,0.204235956210989,0,218.510205711312,0,420,2.54813359528487,Inf,0.000500834724540901,5,0,0,4
40,18000,60000,63,0.209419470609641,0,217.797382904387,0,420,1.90960451977401,Inf,0.000500834724540901,3,0,0,4
40,18000,60000,64,0.221125836460657,0,216.178907389227,0,420,2.14858490566038,Inf,0.000500834724540901,5,0,0,4
40,18000,60000,65,0.231544143178175,0,214.728254622752,0,420,2.85714285714286,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,66,0.211935644265679,0,217.450523108131,0,420,2.62818003913894,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,67,0.230398751107642,0,214.888219003897,0,420,2.15581395348837,Inf,0.000500834724540901,5,0,0,4
40,18000,60000,68,0.175314042539007,0,222.445543897827,0,420,2.11483253588517,Inf,0.000500834724540901,5,0,0,4
40,18000,60000,69,0.171749032636202,0,222.92581725767,0,420,2.72079207920792,Inf,0.000500834724540901,9,0,0,4
40,18000,60000,70,0.232119200331112,0,214.647897730213,0,420,2.10663507109005,Inf,0.000500834724540901,5,0,0,4
40,18000,60000,71,0.192556257100714,0,220.107905355532,0,420,2.15942028985507,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,72,0.205416348378745,0,218.348086015579,0,420,3.83407407407407,Inf,0.000500834724540901,6,0,0,4
40,18000,60000,73,0.147619465609627,3e-04,226.149707052651,0,420,2.07246376811594,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,74,0.259437498437496,0,210.795224487337,0,420,1.88304093567251,Inf,0.000500834724540901,6,0,0,5
40,18000,60000,75,0.243524843124564,0,213.047842827224,0,421,2.02631578947368,Inf,0.000500834724540901,5,0,0,3
40,18000,60000,76,0.274939319275887,0,208.577371735287,0,420,2.76391554702495,Inf,0.000500834724540901,7,0,0,4
40,18000,60000,77,0.219144053177925,0,216.453751796236,0,420,2.43326039387309,Inf,0.000500834724540901,9,0,0,4
40,18000,60000,78,0.22498095828044,0,215.643254782832,0,420,1.95090439276486,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,79,0.276414101150281,0,208.365144238026,0,421,2.23318385650224,Inf,0.000500834724540901,4,0,0,5
40,18000,60000,80,0.21119008663913,0,217.553357439809,0,421,1.89159891598916,Inf,0.000500834724540901,6,0,0,3
40,18000,60000,81,0.253611260031278,0,211.622777602034,0,421,2.06801007556675,Inf,0.000500834724540901,5,0,0,4
40,18000,60000,82,0.239386942741508,0,213.629718594269,0,420,2.05115089514066,Inf,0.000500834724540901,4,0,0,3
40,18000,60000,83,0.300711224197845,0,204.837032784602,0,420,3.00878734622144,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,84,0.268524690346362,0,209.497963395033,0,420,2.13776722090261,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,85,0.229078580773835,0,215.07244515899,0,420,2.63559322033898,Inf,0.000500834724540901,8,0,0,4
40,18000,60000,86,0.243818177272715,0,213.006533546118,0,420,2.48711943793911,Inf,0.000500834724540901,5,0,0,4
40,18000,60000,87,0.218980886058017,0,216.476365145636,0,420,2.07792207792208,Inf,0.000500834724540901,5,0,0,4
40,18000,60000,88,0.278897719160331,0,208.00725147616,0,421,1.92011019283747,Inf,0.000500834724540901,3,0,0,4
40,18000,60000,89,0.202552618201717,0,218.741194108471,0,420,2.03960396039604,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,90,0.168040911224753,0,223.42427501654,0,420,2.11221945137157,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,91,0.211177975494376,0,217.555027521774,0,420,3.22743682310469,Inf,0.000500834724540901,5,0,0,4
40,18000,60000,92,0.288580579390498,0,206.606017982697,0,420,2.16990291262136,Inf,0.000500834724540901,3,0,0,4
40,18000,60000,93,0.195013597259992,0,219.772723512268,0,420,2.01017811704835,Inf,0.000500834724540901,6,0,0,4
40,18000,60000,94,0.273001313892539,0,208.855931206179,0,420,1.97260273972603,Inf,0.000500834724540901,4,0,0,3
40,18000,60000,95,0.23876288545246,0,213.717336685632,0,420,1.91246684350133,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,96,0.202511006975019,0,218.746900930428,0,420,1.8804347826087,Inf,0.000500834724540901,3,0,0,5
40,18000,60000,97,0.252215256153489,0,211.820584457696,0,420,3.08536585365854,Inf,0.000500834724540901,5,0,0,4
40,18000,60000,98,0.208567134908708,0,217.914753975035,0,420,2.3058568329718,Inf,0.000500834724540901,4,0,0,4
40,18000,60000,99,0.264337789827194,0,210.096668226795,0,420,1.71764705882353,Inf,0.000500834724540901,3,0,0,4
40,18000,60000,100,0.282107672521313,0,207.543778514317,0,420,2.15270935960591,Inf,0.000500834724540901,5,0,0,4
40,18000,65000,1,0.241347302233032,0,231.133441311091,0,470,2.28767123287671,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,2,0.242051027157643,0,231.026218958269,0,471,1.96306068601583,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,3,0.195907296639937,0,237.954604591199,0,470,1.90760869565217,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,4,0.199704527293374,0,237.392093705427,0,470,1.95027624309392,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,5,0.297431622505433,0,222.426181358774,0,470,1.85714285714286,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,6,0.243469881676552,0,230.809885136931,0,471,1.96829268292683,Inf,0.000426691952115681,5,0,0,5
40,18000,65000,7,0.188307810287034,0,239.076395900815,0,470,1.86176470588235,Inf,0.000426691952115681,6,0,0,3
40,18000,65000,8,0.219705958339091,0,234.406858655235,0,470,1.70679012345679,Inf,0.000426691952115681,4,0,0,5
40,18000,65000,9,0.227370945074608,0,233.252725270583,0,470,1.81073446327684,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,10,0.181191689666266,0,240.122084333398,0,470,2.25512528473804,Inf,0.000426691952115681,5,0,0,6
40,18000,65000,11,0.220249493535442,0,234.325204658956,0,470,1.99764705882353,Inf,0.000426691952115681,4,0,0,5
40,18000,65000,12,0.178351446257406,0,240.538178642425,0,470,2.03807106598985,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,13,0.208714216346802,0,236.052060750622,0,470,2.56953642384106,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,14,0.254329137237831,0,229.147403013197,0,470,2.56666666666667,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,15,0.262847726357841,0,227.834771439574,0,470,1.68098159509202,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,16,0.162737929102063,0,242.81281806236,0,470,3.78783151326053,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,17,0.209085851272839,0,235.996623183143,0,470,2.45168539325843,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,18,0.245438039270735,0,230.509462512263,0,470,1.64220183486239,Inf,0.000426691952115681,3,0,0,5
40,18000,65000,19,0.312451659876482,0,220.035787299038,0,470,1.84411764705882,Inf,0.000426691952115681,3,0,0,3
40,18000,65000,20,0.243892422503686,0,230.745420822969,0,470,2.572,Inf,0.000426691952115681,6,0,0,5
40,18000,65000,21,0.218489503935103,0,234.58950071594,0,470,1.96938775510204,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,22,0.234291263684375,0,232.205790691725,0,470,1.96174863387978,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,23,0.241448414898388,0,231.118038439901,0,470,2.30065359477124,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,24,0.202827571553651,0,236.928453984937,0,470,2.61341222879684,Inf,0.000426691952115681,7,0,0,5
40,18000,65000,25,0.237315642258234,0,231.746764976176,0,470,2.04427083333333,Inf,0.000426691952115681,5,0,0,5
40,18000,65000,26,0.198086331383215,0,237.631971430937,0,471,2.03282828282828,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,27,0.166554036450155,0,242.258844404715,0,470,1.70219435736677,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,28,0.215257612808187,0,235.074057070729,0,470,2.09289617486339,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,29,0.275364416884373,0,225.892234347402,0,470,1.61290322580645,Inf,0.000426691952115681,4,0,0,3
40,18000,65000,30,0.184862507639982,0,239.583240713471,0,470,1.71786833855799,Inf,0.000426691952115681,4,0,0,3
40,18000,65000,31,0.194501463544657,0,238.162523694026,0,471,2.06284153005464,Inf,0.000426691952115681,4,0,0,3
40,18000,65000,32,0.201471464566052,0,237.12988975535,0,470,2.03667481662592,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,33,0.208825684976587,0,236.035434106505,0,470,1.87142857142857,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,34,0.229622384176785,0,232.912634660757,0,470,2.49353448275862,Inf,0.000426691952115681,6,0,0,4
40,18000,65000,35,0.285205903992126,0,224.353066530276,0,470,1.94602272727273,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,36,0.253687853972162,0,229.245914316415,0,470,2.22273781902552,Inf,0.000426691952115681,6,0,0,4
40,18000,65000,37,0.302447404973375,0,221.630801802665,0,470,1.59933774834437,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,38,0.196645366661769,0,237.845373170179,0,471,1.88793103448276,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,39,0.263192925172149,0,227.781420191848,0,470,2.23095823095823,Inf,0.000426691952115681,6,0,0,4
40,18000,65000,40,0.230952710493443,0,232.711448926645,0,470,1.9544235924933,Inf,0.000426691952115681,4,0,0,3
40,18000,65000,41,0.274464409292184,0,226.032468736412,0,470,2.046875,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,42,0.235571863893351,0,232.011538174622,0,470,1.8300283286119,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,43,0.218657777433064,0,234.564244111042,0,470,1.70606060606061,Inf,0.000426691952115681,4,0,0,5
40,18000,65000,44,0.240200586728744,0,231.308053004247,0,470,1.96059113300493,Inf,0.000426691952115681,4,0,0,5
40,18000,65000,45,0.19392152953662,0,238.248241578788,0,472,1.69538461538462,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,46,0.162574331081712,0,242.836538880344,0,470,2.95479204339964,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,47,0.196471368980937,0,237.871128651953,0,470,1.72839506172839,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,48,0.239886980160354,0,231.355783289587,0,471,1.86797752808989,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,49,0.239681084361237,0,231.387114859659,0,470,2.05822784810127,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,50,0.209989966293958,0,235.86170002453,0,470,2.07808564231738,Inf,0.000426691952115681,5,0,0,5
40,18000,65000,51,0.189490225466169,0,238.902200781955,0,470,2.1608040201005,Inf,0.000426691952115681,4,0,0,3
40,18000,65000,52,0.170129160069018,0,241.738701907659,0,470,1.81111111111111,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,53,0.219530737168791,0,234.433175651728,0,470,2.01574803149606,Inf,0.000426691952115681,5,0,0,5
40,18000,65000,54,0.188023480073781,0,239.118264913797,0,470,2.02912621359223,Inf,0.000426691952115681,6,0,0,4
40,18000,65000,55,0.211435082140386,0,235.645881649694,0,470,1.81896551724138,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,56,0.287981433547317,0,223.917072561731,0,470,2.61167002012072,Inf,0.000426691952115681,7,0,0,4
40,18000,65000,57,0.273097684163841,0,226.245258343853,0,470,1.77538461538462,Inf,0.000426691952115681,5,0,0,3
40,18000,65000,58,0.207486837929703,0,236.235058949604,0,470,2.32766990291262,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,59,0.248902786661125,0,229.979644584204,0,470,2.31904761904762,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,60,0.214227522067872,0,235.228288461035,0,470,1.93406593406593,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,61,0.163062590771721,0,242.76573703248,0,470,2.66003976143141,Inf,0.000426691952115681,8,0,0,4
40,18000,65000,62,0.194510552323565,0,238.161180069943,0,470,1.94459102902375,Inf,0.000426691952115681,5,0,0,5
40,18000,65000,63,0.222334232197545,0,234.0117551288,0,470,1.73192771084337,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,64,0.198950814084767,0,237.503852600332,0,470,2.10579345088161,Inf,0.000426691952115681,3,0,0,5
40,18000,65000,65,0.218459878011546,0,234.593947065989,0,470,2.13425925925926,Inf,0.000426691952115681,5,0,0,3
40,18000,65000,66,0.243048520642834,0,230.874151533154,0,470,1.60912052117264,Inf,0.000426691952115681,5,0,0,3
40,18000,65000,67,0.218731055713013,0,234.553244734292,0,470,1.70858895705521,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,68,0.155002023673429,1e-04,243.93195772592,0,470,2.61200923787529,Inf,0.000426691952115681,7,0,0,4
40,18000,65000,69,0.244045664559607,0,230.722037225616,0,470,2.19310344827586,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,70,0.174769855622781,0,241.061856089964,0,470,1.87976539589443,Inf,0.000426691952115681,4,0,0,3
40,18000,65000,71,0.240381313601653,0,231.280542265815,0,470,2.03512880562061,Inf,0.000426691952115681,4,0,0,5
40,18000,65000,72,0.155643438027254,1e-04,243.839360740127,0,470,1.85393258426966,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,73,0.215730316703526,0,235.003247113409,0,470,1.98958333333333,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,74,0.180882059438648,0,240.167480024958,0,470,1.89033942558747,Inf,0.000426691952115681,6,0,0,4
40,18000,65000,75,0.288040029953644,0,223.907858796357,0,470,1.75375375375375,Inf,0.000426691952115681,5,0,0,3
40,18000,65000,76,0.267169134856396,0,227.165984723472,0,470,1.83565459610028,Inf,0.000426691952115681,4,0,0,3
40,18000,65000,77,0.240791881710416,0,231.218032301848,0,470,2.22602739726027,Inf,0.000426691952115681,8,0,0,5
40,18000,65000,78,0.172696740110627,0,241.364454715271,0,470,4.29569093610698,Inf,0.000426691952115681,3,0,0,6
40,18000,65000,79,0.251018986480988,0,229.655440907594,0,471,2.58880778588808,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,80,0.236258066700932,0,231.90738204325,0,470,1.91176470588235,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,81,0.155122799562384,1e-04,243.914524751224,0,470,2.91595197255575,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,82,0.148565726236585,1e-04,244.859187163687,0,470,2,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,83,0.211937936311911,0,235.570737375618,0,470,1.75581395348837,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,84,0.153901189024207,1e-04,244.090796473519,0,470,2.57494866529774,Inf,0.000426691952115681,7,0,0,3
40,18000,65000,85,0.164795008162969,0,242.514354848723,0,470,2.04926108374384,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,86,0.205834733882848,0,236.481158787626,0,470,2.6937984496124,Inf,0.000426691952115681,6,0,0,5
40,18000,65000,87,0.265786416972858,0,227.380189922585,0,470,2.56652360515021,Inf,0.000426691952115681,7,0,0,4
40,18000,65000,88,0.19622702065567,0,237.907292868462,0,470,2.28971962616822,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,89,0.194809651802544,0,238.116958979923,0,470,1.86461538461538,Inf,0.000426691952115681,5,0,0,3
40,18000,65000,90,0.199784884333818,0,237.380175440806,0,471,1.94041450777202,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,91,0.240998520342424,0,231.186564688149,0,470,3.19230769230769,Inf,0.000426691952115681,6,0,0,5
40,18000,65000,92,0.151448879168945,1e-04,244.444267676704,0,470,2.14786967418546,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,93,0.193371134060035,0,238.329564969312,0,470,1.80924855491329,Inf,0.000426691952115681,4,0,0,3
40,18000,65000,94,0.236171067860516,0,231.920589857822,0,470,2.05555555555556,Inf,0.000426691952115681,4,0,0,3
40,18000,65000,95,0.219770278928289,0,234.397197410392,0,470,2.35623409669211,Inf,0.000426691952115681,3,0,0,4
40,18000,65000,96,0.217611737633608,0,234.721202870391,0,470,2.2841163310962,Inf,0.000426691952115681,6,0,0,4
40,18000,65000,97,0.247464268918616,0,230.199766089569,0,470,3.07074569789675,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,98,0.235269399818334,0,232.057433209308,0,470,1.7125,Inf,0.000426691952115681,5,0,0,4
40,18000,65000,99,0.284001728178874,0,224.541961129078,0,470,2.01728395061728,Inf,0.000426691952115681,4,0,0,4
40,18000,65000,100,0.253049148773588,0,229.343987528308,0,470,2.64135021097046,Inf,0.000426691952115681,4,0,0,4
40,18000,70000,1,0.205054634222286,0,254.796792982733,0,521,2.07843137254902,Inf,0.000367872470876763,4,0,0,5
40,18000,70000,2,0.237239784454371,0,249.585570782562,0,520,1.88668555240793,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,3,0.197461242632274,0,256.010803343475,0,520,2.04034582132565,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,4,0.251000873762716,0,247.323951817969,0,520,1.95733333333333,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,5,0.247231326711162,0,247.945523970776,0,520,1.96388888888889,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,6,0.215076893742932,0,253.185550253451,0,520,1.81408450704225,Inf,0.000367872470876763,3,0,0,4
40,18000,70000,7,0.246458077319691,0,248.072834926703,0,520,1.85142857142857,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,8,0.196186301254842,0,256.214073439715,0,520,1.69908814589666,Inf,0.000367872470876763,4,0,0,5
40,18000,70000,9,0.249839285386297,0,247.51565607048,0,520,2.00516795865633,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,10,0.303640782940373,0,238.474778540625,0,520,1.63106796116505,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,11,0.23398319471789,0,250.117795105769,0,520,1.75,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,12,0.183375138083372,0,258.247738200578,0,520,2.0076726342711,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,13,0.235757973850092,0,249.827883609039,0,520,1.93055555555556,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,14,0.215982038447309,0,253.039528250317,0,520,1.80645161290323,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,15,0.232165453398884,0,250.414376584093,0,520,1.85015290519878,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,16,0.170536756197462,0,260.269783109757,0,520,1.64308681672026,Inf,0.000367872470876763,3,0,0,3
40,18000,70000,17,0.19891244092918,0,255.779235167472,0,520,1.85057471264368,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,18,0.182126120957098,0,258.445153065127,0,520,1.81927710843373,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,19,0.232614177346718,0,250.341195742359,0,520,1.75147928994083,Inf,0.000367872470876763,3,0,0,4
40,18000,70000,20,0.263935045931581,0,245.179217250216,0,520,1.74117647058824,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,21,0.215662201059886,0,253.091135477209,0,520,1.80588235294118,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,22,0.214355422882787,0,253.3018808796,0,520,2.44362745098039,Inf,0.000367872470876763,7,0,0,3
40,18000,70000,23,0.196961229950032,0,256.090542024273,0,521,1.80864197530864,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,24,0.202355678276894,0,255.228956037515,0,520,1.64102564102564,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,25,0.199261176334762,0,255.723556096925,0,520,1.65,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,26,0.23521020596835,0,249.917397782319,0,521,1.85428571428571,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,27,0.262078365757598,0,245.488242371925,0,520,1.79142857142857,Inf,0.000367872470876763,4,0,0,5
40,18000,70000,28,0.197675353856407,0,255.976650720892,0,520,2.27053140096618,Inf,0.000367872470876763,3,0,0,4
40,18000,70000,29,0.160093516225835,0,261.903079128793,0,520,2.11928934010152,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,30,0.191697382472792,0,256.928483657001,0,520,1.671875,Inf,0.000367872470876763,3,0,0,4
40,18000,70000,31,0.244145606128059,0,248.453180412614,0,520,1.61563517915309,Inf,0.000367872470876763,3,0,0,4
40,18000,70000,32,0.227283717488636,0,251.209144510534,0,520,1.91643454038997,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,33,0.212691372839536,0,253.569990337974,0,522,1.80654761904762,Inf,0.000367872470876763,3,0,0,4
40,18000,70000,34,0.167183991337592,0,260.795261788685,0,521,1.7111801242236,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,35,0.236470138568796,0,249.711456342258,0,520,1.78962536023055,Inf,0.000367872470876763,3,0,0,4
40,18000,70000,36,0.221165664186487,0,252.201654010663,0,520,1.86631016042781,Inf,0.000367872470876763,4,0,0,6
40,18000,70000,37,0.226566199989329,0,251.325747643514,0,522,1.79677419354839,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,38,0.217826613640319,0,252.741691964628,0,520,1.63696369636964,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,39,0.220129148951616,0,252.369417436311,0,520,2.37340153452685,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,40,0.224631152308474,0,251.639941185814,0,520,2.2144578313253,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,41,0.265359410354482,0,244.941882319635,0,520,1.83231707317073,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,42,0.16961145984846,0,260.414910698842,0,520,1.72136222910217,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,43,0.241079407450686,0,248.956599774797,0,520,1.75987841945289,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,44,0.190572423908737,0,257.107209433841,0,520,1.99220779220779,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,45,0.277430140527984,0,242.921286487149,0,520,1.77287066246057,Inf,0.000367872470876763,3,0,0,4
40,18000,70000,46,0.238151331504175,0,249.436393266328,0,520,2.94320137693632,Inf,0.000367872470876763,7,0,0,4
40,18000,70000,47,0.236310849613979,0,249.737502189799,0,520,1.96811594202899,Inf,0.000367872470876763,3,0,0,3
40,18000,70000,48,0.198158118690038,0,255.899628760966,0,520,1.82102272727273,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,49,0.246301482247923,0,248.098609427784,0,520,1.65868263473054,Inf,0.000367872470876763,4,0,0,5
40,18000,70000,50,0.237721709636142,0,249.506713336535,0,520,1.71385542168675,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,51,0.189004444032393,0,257.356112364615,0,520,1.85590778097983,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,52,0.213760459569451,0,253.397773132621,0,520,2.18670076726343,Inf,0.000367872470876763,3,0,0,4
40,18000,70000,53,0.205222459637673,0,254.769896180848,0,521,1.8,Inf,0.000367872470876763,5,0,0,3
40,18000,70000,54,0.187461268871394,0,257.600842944495,0,520,1.81408450704225,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,55,0.195715011663289,0,256.289172615622,0,520,2.31017369727047,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,56,0.204090189105342,0,254.951306275196,0,520,1.57094594594595,Inf,0.000367872470876763,3,0,0,3
40,18000,70000,57,0.192104998465011,0,256.863693703211,0,520,1.88268156424581,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,58,0.163660427295333,0,261.346371151936,0,520,1.88650306748466,Inf,0.000367872470876763,6,0,0,3
40,18000,70000,59,0.200673015950761,0,255.4980178844,0,520,2.44470588235294,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,60,0.17315633005665,0,259.858477967198,0,520,1.62578616352201,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,61,0.196096038679962,0,256.228458327999,0,520,1.58552631578947,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,62,0.145712204077384,1e-04,264.13574973054,0,520,1.84831460674157,Inf,0.000367872470876763,4,0,0,6
40,18000,70000,63,0.218435186310876,0,252.643351104166,0,520,2.41666666666667,Inf,0.000367872470876763,8,0,0,4
40,18000,70000,64,0.194597889849921,0,256.467096190859,0,520,1.88515406162465,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,65,0.209848486571255,0,254.027377602156,0,520,1.841642228739,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,66,0.214982432908755,0,253.200784246134,0,520,2.40851063829787,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,67,0.218271943995221,0,252.669733616265,0,520,1.82485875706215,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,68,0.216447170591893,0,252.964458260162,0,520,2.22493887530562,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,69,0.24813521193775,0,247.796621676498,0,520,2.1671388101983,Inf,0.000367872470876763,4,0,0,3
40,18000,70000,70,0.201144025658361,0,255.422730837667,0,520,2.0690537084399,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,71,0.165691265259142,0,261.028876344581,0,520,1.4981684981685,Inf,0.000367872470876763,3,0,0,3
40,18000,70000,72,0.263764526633145,0,245.207614656875,0,520,1.88186813186813,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,73,0.183673074551464,0,258.200625206723,0,520,1.88235294117647,Inf,0.000367872470876763,6,0,0,4
40,18000,70000,74,0.201819455608218,0,255.314730144133,0,520,2.28608923884514,Inf,0.000367872470876763,7,0,0,4
40,18000,70000,75,0.188771300699447,0,257.393101250652,0,520,3.07758620689655,Inf,0.000367872470876763,4,0,0,5
40,18000,70000,76,0.170634400711605,0,260.254463389748,0,520,1.81661891117479,Inf,0.000367872470876763,3,0,0,4
40,18000,70000,77,0.201951210979148,0,255.293657243127,0,520,1.9171270718232,Inf,0.000367872470876763,6,0,0,3
40,18000,70000,78,0.215052543839011,0,253.189477325918,0,520,1.99453551912568,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,79,0.210943847407269,0,253.851244404502,0,520,1.77177177177177,Inf,0.000367872470876763,5,0,0,3
40,18000,70000,80,0.246951827598482,0,247.991549395193,0,520,1.89893617021277,Inf,0.000367872470876763,4,0,0,6
40,18000,70000,81,0.20564459460996,0,254.702229503956,0,521,2.08776595744681,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,82,0.205343684374866,0,254.750466142851,0,520,2.21772151898734,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,83,0.177234134297067,0,259.216914130673,0,520,2.08970976253298,Inf,0.000367872470876763,5,0,0,3
40,18000,70000,84,0.240234437796229,0,249.09515106825,0,520,1.87087087087087,Inf,0.000367872470876763,3,0,0,3
40,18000,70000,85,0.239539380984159,0,249.209063123429,0,520,1.64238410596026,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,86,0.215374550327071,0,253.137540253741,0,520,2.50765864332604,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,87,0.204971053876786,0,254.810187058076,0,520,1.96246648793566,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,88,0.175556229998137,0,259.48109207196,0,520,2.08831168831169,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,89,0.196888355165739,0,256.102161534918,0,520,1.45652173913043,Inf,0.000367872470876763,3,0,0,3
40,18000,70000,90,0.215725069992854,0,253.080992117995,0,520,2.54587155963303,Inf,0.000367872470876763,4,0,0,4
40,18000,70000,91,0.210962494675645,0,253.848244879833,0,520,1.81388888888889,Inf,0.000367872470876763,5,0,0,4
40,18000,70000,92,0.273342855218655,0,243.607359729311,0,521,2.15308641975309,Inf,0.000367872470876763,4,0,0,5
40,18000,70000,93,0.221932826101977,0,252.077414412999,0,520,1.89915966386555,Inf,0.000367872470876763,4,0,0,5
