"n_participants","n_trials","n_players","sim_no","sp_rho","sp_p","rmse","connected","n_components","mu_dist","max_dist","e_density","diam","med_deg","min_deg","max_deg"
10,4500,5000,95,0.363841536614646,0.0098,16.3082801055169,0,12,6.59933222036728,Inf,0.0183673469387755,4,2,0,5
10,4500,5000,96,0.342328931572629,0.0154,16.5807116855701,0,10,5.82560975609756,Inf,0.0183673469387755,10,2,0,4
10,4500,5000,97,0.459399759903962,9e-04,15.038616957686,0,10,5.90909090909091,Inf,0.0183673469387755,6,2,0,6
10,4500,5000,98,0.422136854741897,0.0025,15.546060594247,0,10,5.75147928994083,Inf,0.0183673469387755,4,2,0,5
10,4500,5000,99,0.275966386554622,0.0527,17.3942519241271,0,11,4.32810047095761,Inf,0.0183673469387755,8,2,0,5
10,4500,5000,100,0.332821128451381,0.0186,16.6997005961185,0,9,4.62196679438059,Inf,0.0183673469387755,7,2,0,5
10,4500,10000,1,0.347470747074707,4e-04,32.9915140604368,0,55,2.28346456692913,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,2,0.43045904590459,0,30.8243410310748,0,56,4.84184914841849,Inf,0.00454545454545455,6,1,0,5
10,4500,10000,3,0.293045304530453,0.0032,34.3386080090618,0,55,2.66480446927374,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,4,0.245988598859886,0.0138,35.4620924368543,0,55,4.1531914893617,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,5,0.374401440144014,1e-04,32.304179296184,0,55,2.04464285714286,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,6,0.33046504650465,8e-04,33.4182584824524,0,56,2.58,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,7,0.207440744074407,0.0385,36.3565674947457,0,56,2.64788732394366,Inf,0.00454545454545455,4,1,0,5
10,4500,10000,8,0.29959795979598,0.0026,34.17923346127,0,57,2.55555555555556,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,9,0.188958895889589,0.0598,36.7777106410935,0,57,2.35251798561151,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,10,0.236339633963396,0.0181,35.6880932525121,0,56,2.08403361344538,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,11,0.348250825082508,4e-04,32.9718061379719,0,56,3.70205479452055,Inf,0.00454545454545455,6,1,0,4
10,4500,10000,12,0.0717911791179118,0.4772,39.3428519555967,0,55,3.75,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,13,0.186666666666667,0.063,36.8296076547117,0,57,3.14572864321608,Inf,0.00454545454545455,6,1,0,4
10,4500,10000,14,0.254545454545455,0.0108,35.260459441136,0,57,3.81865284974093,Inf,0.00454545454545455,4,1,0,5
10,4500,10000,15,0.261614161416142,0.0087,35.0930192488478,0,56,2.95767195767196,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,16,0.301602160216022,0.0024,34.1303384102766,0,56,2.39669421487603,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,17,0.128508850885089,0.2022,38.1226966517323,0,55,3.14473684210526,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,18,0.308934893489349,0.0018,33.9508468230175,0,56,4.73756906077348,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,19,0.339441944194419,6e-04,33.1936740961286,0,56,3.69683257918552,Inf,0.00454545454545455,3,1,0,3
10,4500,10000,20,0.184494449444945,0.0662,36.8787201513285,0,56,2.45985401459854,Inf,0.00454545454545455,5,1,0,3
10,4500,10000,21,0.246564656465647,0.0136,35.4485542723536,0,55,3.11949685534591,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,22,0.328208820882088,9e-04,33.4744678822532,0,55,3.05936073059361,Inf,0.00454545454545455,4,1,0,5
10,4500,10000,23,0.16040804080408,0.1108,37.4189791416067,0,56,3.63559322033898,Inf,0.00454545454545455,6,1,0,4
10,4500,10000,24,0.347482748274828,4e-04,32.9912109507972,0,55,3,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,25,0.266174617461746,0.0076,34.9845680264885,0,55,5.02903225806452,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,26,0.399183918391839,0,31.658490172464,0,55,1.77319587628866,Inf,0.00454545454545455,3,1,0,5
10,4500,10000,27,0.424446444644464,0,30.9864486509829,0,56,2.12037037037037,Inf,0.00454545454545455,6,1,0,3
10,4500,10000,28,0.359063906390639,3e-04,32.6974005082973,0,55,3.95038167938931,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,29,0.246228622862286,0.0137,35.4564521631818,0,56,3.30208333333333,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,30,0.281332133213321,0.0047,34.6216695149151,0,55,3.25118483412322,Inf,0.00454545454545455,4,1,0,6
10,4500,10000,31,0.128508850885089,0.2022,38.1226966517323,0,55,4.54177215189873,Inf,0.00454545454545455,7,1,0,5
10,4500,10000,32,0.311551155115512,0.0017,33.8865755130258,0,56,1.83,Inf,0.00454545454545455,3,1,0,3
10,4500,10000,33,0.213021302130213,0.0335,36.2284418654736,0,55,4.75290697674419,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,34,0.257221722172217,0.01,35.1971589762583,0,57,2.52980132450331,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,35,0.248688868886889,0.0128,35.398587542443,0,56,2.94358974358974,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,36,0.337941794179418,6e-04,33.2313105369018,0,56,4.85361842105263,Inf,0.00454545454545455,9,1,0,4
10,4500,10000,37,0.275223522352235,0.0057,34.7683764360661,0,55,2.1025641025641,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,38,0.0851005100510051,0.3993,39.0599539170235,0,59,3.19753086419753,Inf,0.00454545454545455,5,1,0,6
10,4500,10000,39,0.348766876687669,4e-04,32.9587621126765,0,55,2.5,Inf,0.00454545454545455,7,1,0,4
10,4500,10000,40,0.331089108910891,8e-04,33.4026945020907,0,55,2.33333333333333,Inf,0.00454545454545455,4,1,0,3
10,4500,10000,41,0.0740594059405941,0.4634,39.2947833687883,0,55,2.29545454545455,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,42,0.211941194119412,0.0344,36.2532757140648,0,55,2.4812030075188,Inf,0.00454545454545455,2,1,0,3
10,4500,10000,43,0.397011701170117,0,31.7156112979082,0,55,4.14634146341463,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,44,0.280744074407441,0.0048,34.6358196091849,0,55,3.71354166666667,Inf,0.00454545454545455,8,1,0,3
10,4500,10000,45,0.18017401740174,0.0729,36.9762085671314,0,56,3.15311004784689,Inf,0.00454545454545455,7,1,0,5
10,4500,10000,46,0.460954095409541,0,29.9886645251168,0,56,3.71428571428571,Inf,0.00454545454545455,5,1,0,5
10,4500,10000,47,0.243612361236124,0.0148,35.5178828197853,0,55,1.73626373626374,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,48,0.217365736573657,0.03,36.1283821946126,0,55,2.7112676056338,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,49,0.255793579357936,0.0104,35.2309523004985,0,56,2.54938271604938,Inf,0.00454545454545455,5,1,0,6
10,4500,10000,50,0.238307830783078,0.0172,35.6421099263217,0,56,3.35071090047393,Inf,0.00454545454545455,3,1,0,5
10,4500,10000,51,0.362256225622562,2e-04,32.6159470198245,0,55,4.55,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,52,0.187398739873987,0.062,36.8130411674993,0,55,2.58041958041958,Inf,0.00454545454545455,6,1,0,5
10,4500,10000,53,0.276291629162916,0.0055,34.7427690318432,0,55,2.62068965517241,Inf,0.00454545454545455,5,1,0,3
10,4500,10000,54,0.388166816681668,1e-04,31.9471438472988,0,55,3.03680981595092,Inf,0.00454545454545455,4,1,0,3
10,4500,10000,55,0.220558055805581,0.0276,36.0546806947448,0,56,2.8134328358209,Inf,0.00454545454545455,3,1,0,3
10,4500,10000,56,0.414965496549655,0,31.2403585126676,0,55,1.68131868131868,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,57,0.254953495349535,0.0106,35.2508155934015,0,56,3.54672897196262,Inf,0.00454545454545455,6,1,0,4
10,4500,10000,58,0.320864086408641,0.0012,33.6567972332484,0,55,2.62130177514793,Inf,0.00454545454545455,6,1,0,4
10,4500,10000,59,0.338925892589259,6e-04,33.2066258448521,0,55,2.47019867549669,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,60,0.368916891689169,2e-04,32.4453386482558,0,55,2.79141104294479,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,61,0.288520852085209,0.0037,34.4482220150765,0,57,3.61440677966102,Inf,0.00454545454545455,8,1,0,4
10,4500,10000,62,0.198463846384638,0.0479,36.5617286243416,0,56,3.3953488372093,Inf,0.00454545454545455,4,1,0,5
10,4500,10000,63,0.346606660666067,4e-04,33.0133306408184,0,55,2.74074074074074,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,64,0.405052505250525,0,31.5036505821151,0,57,2.12380952380952,Inf,0.00454545454545455,5,1,0,5
10,4500,10000,65,0.320948094809481,0.0012,33.654717351361,0,56,2.95480225988701,Inf,0.00454545454545455,6,1,0,4
10,4500,10000,66,0.227350735073507,0.0231,35.8973536629095,0,55,2.6453488372093,Inf,0.00454545454545455,6,1,0,4
10,4500,10000,67,0.3795499549955,1e-04,32.1711050478531,0,57,2.73584905660377,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,68,0.292121212121212,0.0033,34.3610244317599,0,58,3.60189573459716,Inf,0.00454545454545455,6,1,0,4
10,4500,10000,69,0.342958295829583,5e-04,33.1052865868882,0,56,4.09821428571429,Inf,0.00454545454545455,4,1,0,5
10,4500,10000,70,0.285976597659766,0.004,34.509708778835,0,55,3.21397379912664,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,71,0.178709870987099,0.0753,37.0091880483752,0,55,2.95161290322581,Inf,0.00454545454545455,6,1,0,3
10,4500,10000,72,0.187782778277828,0.0615,36.804347569275,0,55,3.37378640776699,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,73,0.340762076207621,6e-04,33.1605186931688,0,56,1.94565217391304,Inf,0.00454545454545455,4,1,0,3
10,4500,10000,74,0.364068406840684,2e-04,32.5696177441492,0,56,4.92050209205021,Inf,0.00454545454545455,4,1,0,3
10,4500,10000,75,0.190975097509751,0.0571,36.7320023957312,0,55,1.97142857142857,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,76,0.264338433843384,0.008,35.0282742937759,0,56,3.32203389830508,Inf,0.00454545454545455,4,1,0,5
10,4500,10000,77,0.484572457245725,0,29.3250745949605,0,56,2.3206106870229,Inf,0.00454545454545455,3,1,0,5
10,4500,10000,78,0.393003300330033,1e-04,31.8207479484691,0,56,3.20952380952381,Inf,0.00454545454545455,5,1,0,5
10,4500,10000,79,0.386810681068107,1e-04,31.9824952122251,0,55,2.6624203821656,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,80,0.37962196219622,1e-04,32.169239966154,0,55,3.62621359223301,Inf,0.00454545454545455,3,1,0,3
10,4500,10000,81,0.393291329132913,1e-04,31.8132048055521,0,55,2.87745098039216,Inf,0.00454545454545455,4,1,0,5
10,4500,10000,82,0.375097509750975,1e-04,32.2862199707553,0,55,4.89028213166144,Inf,0.00454545454545455,6,1,0,5
10,4500,10000,83,0.317959795979598,0.0013,33.7286228595239,0,55,2.81954887218045,Inf,0.00454545454545455,3,1,0,3
10,4500,10000,84,0.329204920492049,9e-04,33.4496636754393,0,55,2.89325842696629,Inf,0.00454545454545455,4,1,0,4
10,4500,10000,85,0.358271827182718,3e-04,32.7175793725636,0,55,3.96356275303644,Inf,0.00454545454545455,6,1,0,3
10,4500,10000,86,0.333285328532853,7e-04,33.3478634997806,0,56,2.45864661654135,Inf,0.00454545454545455,6,1,0,4
10,4500,10000,87,0.339321932193219,6e-04,33.1966865816455,0,57,2.9364161849711,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,88,0.274323432343234,0.0059,34.7899410749717,0,56,1.78350515463918,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,89,0.339333933393339,6e-04,33.1963853453957,0,56,4.37383177570093,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,90,0.220678067806781,0.0276,36.0519070230688,0,55,3.48484848484848,Inf,0.00454545454545455,4,1,0,5
10,4500,10000,91,0.322100210021002,0.0011,33.6261802766832,0,57,3.81632653061224,Inf,0.00454545454545455,3,1,0,4
10,4500,10000,92,0.0204140414041404,0.84,40.4163333319588,0,56,2.84177215189873,Inf,0.00454545454545455,5,1,0,4
10,4500,10000,93,0.326204620462046,0.001,33.5243195307526,0,56,3.29493087557604,Inf,0.00454545454545455,7,1,0,5
10,4500,10000,94,0.337065706570657,6e-04,33.2532705158455,0,55,2.10576923076923,Inf,0.00454545454545455,3,1,0,3
10,4500,10000,95,0.365340534053405,2e-04,32.5370557979667,0,56,2.23664122137405,Inf,0.00454545454545455,6,1,0,5
10,4500,10000,96,0.325916591659166,0.001,33.5314777485276,0,56,1.72619047619048,Inf,0.00454545454545455,3,1,0,3
10,4500,10000,97,0.205724572457246,0.0402,36.3958788875884,0,55,3.82887700534759,Inf,0.00454545454545455,4,1,0,3
10,4500,10000,98,0.416273627362736,0,31.2054482422541,0,56,4.20064724919094,Inf,0.00454545454545455,7,1,0,5
10,4500,10000,99,0.333897389738974,7e-04,33.3325666578498,0,55,4.125,Inf,0.00454545454545455,6,1,0,5
10,4500,10000,100,0.383858385838584,1e-04,32.0593200177421,0,55,2.74522292993631,Inf,0.00454545454545455,4,1,0,4
10,4500,15000,1,0.1500280012445,0.0669,56.4646201911722,0,105,2.14782608695652,Inf,0.00201342281879195,5,0,0,3
10,4500,15000,2,0.238316369616427,0.0034,53.4526581814849,0,105,1.53424657534247,Inf,0.00201342281879195,3,0.5,0,3
10,4500,15000,3,0.234771323169919,0.0039,53.5768606769751,0,105,1.96363636363636,Inf,0.00201342281879195,4,0,0,4
10,4500,15000,4,0.110396017600782,0.1785,57.76561837864,0,105,1.99,Inf,0.00201342281879195,3,0,0,3
10,4500,15000,5,0.271786301613405,8e-04,52.2654761769182,0,105,3.17088607594937,Inf,0.00201342281879195,3,0,0,4
10,4500,15000,6,0.306237610560469,1e-04,51.0146384220582,0,106,1.60810810810811,Inf,0.00201342281879195,3,0,0,3
10,4500,15000,7,0.264109515978488,0.0011,52.5401433826238,0,105,2.2037037037037,Inf,0.00201342281879195,4,0,0,3
10,4500,15000,8,0.272148984399307,8e-04,52.2524640567313,0,105,2.23076923076923,Inf,0.00201342281879195,5,0,0,4
10,4500,15000,9,0.29766478510156,2e-04,51.3287443836297,0,105,2.35537190082645,Inf,0.00201342281879195,4,0,0,3
10,4500,15000,10,0.262953909062625,0.0012,52.581365520496,0,105,1.60493827160494,Inf,0.00201342281879195,3,0,0,3
10,4500,15000,11,0.203929063513934,0.0124,54.6455243668988,0,105,2.41525423728814,Inf,0.00201342281879195,5,0,0,4
10,4500,15000,12,0.221977865682919,0.0064,54.0227112734388,0,106,2.54814814814815,Inf,0.00201342281879195,5,0,0,4
10,4500,15000,13,0.293149028845727,3e-04,51.4934300016355,0,105,1.92631578947368,Inf,0.00201342281879195,4,0,0,3
10,4500,15000,14,0.291524067736344,3e-04,51.5525621736366,0,106,1.37878787878788,Inf,0.00201342281879195,2,0,0,4
10,4500,15000,15,0.253982843681941,0.0018,52.9002835531153,0,105,1.86868686868687,Inf,0.00201342281879195,3,0,0,3
10,4500,15000,16,0.168791501844526,0.039,55.8380992990748,0,105,1.91752577319588,Inf,0.00201342281879195,3,0,0,5
10,4500,15000,17,0.114669985332681,0.1622,57.626729908958,0,105,1.9,Inf,0.00201342281879195,2,0,0,3
